Projeto,Ano,Tipo,Ementa,Situação,Codigo_Tipo,Id_Projeto,Data_Projeto,Tramitacao_Encerrada,Aprovado
1315,2017,Requerimento,"Solicita a limpeza da boca de lobo na rua Branca Mascarenhas, bairro Monte Castelo",Arquivada,REQ,59607,,,
1314,2017,Requerimento,"Solicita a limpeza na rede de esgoto da rua Branca Mascarenhas, bairro Monte Castelo",Arquivada,REQ,59606,,,
1313,2017,Requerimento,"Solicita a manutenção do ponto de ônibus da rua Deusdedit Salgado, bairro Salva Terra",Arquivada,REQ,59605,,,
1312,2017,Requerimento,Solicita a retirada provisória do Projeto de Lei nº 40/2017,Arquivada,REQ,59602,,,
1311,2017,Requerimento,"Solicita a capina e limpeza na rua Deusdedit Salgado, bairro Salva Terra",Arquivada,REQ,59603,,,
1310,2017,Requerimento,"Solicita a captação de água pluvial na rua Diomar Monteiro, bairro Grama",Arquivada,REQ,59601,,,
1309,2017,Requerimento,"Solicita a construção de um muro na rua Maria Cândida Resende, bairro Filgueiras",Arquivada,REQ,59600,,,
1308,2017,Requerimento,"Solicita a capina e limpeza na estrada Anna Pereira Delgado, Distrito de Torreões",Arquivada,REQ,59599,,,
1306,2017,Requerimento,Solicita reparo ou substituição da geladeira que armazena vacinas na UAPS do Bairro Nossa Senhora Aparecida.,Arquivada,REQ,59815,,,
1305,2017,Requerimento,Solicita capina e limpeza em todo o Cidade Universitária.,Arquivada,REQ,59814,,,
1304,2017,Requerimento,Solicita capina e limpeza em todo o Eldorado.,Arquivada,REQ,59813,,,
1303,2017,Requerimento,Solicita capina e limpeza em todo o Dom Bosco.,Arquivada,REQ,59812,,,
1302,2017,Requerimento,"Solicita operação tapa buracos"" em todas as ruas do Bairro Bonfim.",Arquivada,REQ,59811,,,
1301,2017,Requerimento,Solicita pintura da a sinalização horizontal em todo o Bairro São Bernardo.,Arquivada,REQ,59810,,,
1300,2017,Requerimento,Solicita pintura da a sinalização horizontal em todo o Bairro Santa Rita.,Arquivada,REQ,59809,,,
1299,2017,Requerimento,Solicita pintura da sinalização horizontal em todo o Bairro Jardim de Alá.,Arquivada,REQ,59808,,,
1298,2017,Requerimento,Solicita capina e limpeza em todo o Bairro Cruzeiro do Sul.,Arquivada,REQ,59807,,,
1297,2017,Requerimento,Solicita capina e limpeza em todo o Costa Carvalho.,Arquivada,REQ,59806,,,
1296,2017,Requerimento,Solicita capina e limpeza em todo o Belo Aurora.,Arquivada,REQ,59805,,,
1295,2017,Requerimento,Solicita a capina e limpeza em todo o Cidade do Sol.,Arquivada,REQ,59804,,,
1294,2017,Requerimento,Solicita a capina e limpeza em todo o Cerâmica.,Arquivada,REQ,59803,,,
1293,2017,Requerimento,Solicita pintura da a sinalização horizontal em todo o Bairro Santa Paula.,Arquivada,REQ,59802,,,
1292,2017,Requerimento,Solicita pintura da a sinalização horizontal em todo o Bairro Cesário Alvim.,Arquivada,REQ,59801,,,
1291,2017,Requerimento,Solicita pintura da a sinalização horizontal em todo o Bairro Santa Cândida.,Arquivada,REQ,59800,,,
1290,2017,Requerimento,"Solicita poda das árvores situadas na Rua Marinho, próximo ao n° 05 no Bairro Marumbi.",Arquivada,REQ,59799,,,
1289,2017,Requerimento,"Solicita que os buracos existentes na Rua Capitão Bicalho em frente ao n° 240, Bairro Nossa Senhora Aparecida, sejam tampados.",Arquivada,REQ,59798,,,
1288,2017,Requerimento,"Solicita a implantação do projeto EJA, bairro Rosário de Minas",Arquivada,REQ,59862,,,
1287,2017,Requerimento,Solicita a limpeza e manutenção da iluminação da praça do bairro Linhares,Arquivada,REQ,59861,,,
1286,2017,Requerimento,Solicita a capina e limpeza nas ruas do Bairro Linhares,Arquivada,REQ,59860,,,
1285,2017,Requerimento,"Solicita a limpeza da rede de esgoto em frente a Escola Estadual Dilermano Costa Cruz, bairro Linhares",Arquivada,REQ,59859,,,
1284,2017,Requerimento,Solicita a capina e limpeza das ruas do bairro Bom Jardim,Arquivada,REQ,59858,,,
1283,2017,Requerimento,Solicita a capina e limpeza do córrego do bairro Santos Dumont,Arquivada,REQ,59857,,,
1282,2017,Requerimento,Solicita a capina e limpeza do córrego do bairro Linhares,Arquivada,REQ,59856,,,
1281,2017,Requerimento,"Solicita a mudança do itinerário da linha 741, bairro Valadares",Arquivada,REQ,59855,,,
1280,2017,Requerimento,"Solicita transformar as vagas de estacionamento da Rua Fernando Lobo (parte alta), em vagas de 45°.",Arquivada,REQ,59797,,,
1279,2017,Requerimento,"Solicita com a possível urgência, um semáforo na Av. JK, na entrada do Bairro Barbosa Lage.",Arquivada,REQ,59796,,,
1278,2017,Requerimento,Solicita operação tapa buraco em toda extensão da Rua Antonio Chimico Correa; Bairro Bandeirantes.,Arquivada,REQ,59795,,,
1277,2017,Requerimento,Solicita limpeza e capina em toda extensão da Rua Eurico de Castro; Bairro N.Sra das Graças.,Arquivada,REQ,59794,,,
1276,2017,Requerimento,Solicita operação tapa buraco em toda extensão da Rua José Maron; Bairro Barbosa Lage.,Arquivada,REQ,59792,,,
1275,2017,Requerimento,"Solicita limpeza, capina em toda extensão da Rua José Maron; Bairro Barbosa lage.",Arquivada,REQ,59790,,,
1274,2017,Requerimento,Solicita recapeamento em todas as ruas do Bairro N. Senhora Aparecida.,Arquivada,REQ,59787,,,
1273,2017,Requerimento,Solicita operação tapa buraco em toda extensão da Rua Subtenente Ornar Pereira; Bairro Bandeirantes.,Arquivada,REQ,59784,,,
1272,2017,Requerimento,Solicita operação tapa buraco em toda extensão da Rua Aurora Tristão; Bairro Bandeirantes.,Arquivada,REQ,59779,,,
1271,2017,Requerimento,Solicita limpeza e capina em toda extensão da Rua Gabriel Gonçalves da Silva; Bairro Parque Independência,Arquivada,REQ,59776,,,
1270,2017,Requerimento,"Solicita placa que sinalize ""proibido jogar lixo"" na entrada da Escola Estadual Batista de Oliveira.",Arquivada,REQ,59773,,,
1269,2017,Requerimento,Solicita limpeza e capina na Praça Agassis que fica localizada no Bairro Mariano Procópio.,Arquivada,REQ,59770,,,
1268,2017,Requerimento,"Solicita operação tapa buracos, na Rua Queluz, no Bairro Eldorado.",Arquivada,REQ,59724,,,
1267,2017,Requerimento,"Solicita capina e limpeza na Rua Sebastião Jose da Silva, no Bairro N. S. Aparecida.",Arquivada,REQ,59723,,,
1266,2017,Requerimento,"Solicita troca de uma grade, no escadão existente entre as ruas José Amaro da Silva e Santa Luiza de Marilac no bairro Bandeirantes.",Arquivada,REQ,59722,,,
1265,2017,Requerimento,"Solicita operação tapa buracos, na Rua Dr. José Amaro da Silva, no Bairro Parque Guarani.",Arquivada,REQ,59721,,,
1264,2017,Requerimento,"Solicita operação tapa buracos, na Rua Monte Líbano, no Bairro Bandeirantes.",Arquivada,REQ,59720,,,
1263,2017,Requerimento,"Solicita providenciar serviço de capina e limpeza na extensão da Rua Fernando Lobo, na região central da cidade.",Arquivada,REQ,59719,,,
1262,2017,Requerimento,Solicita recuperação da escada que faz ligação entre a Travessa Sebastião dos Santos e a Rua Pedro Celeste,Arquivada,REQ,59718,,,
1261,2017,Requerimento,Solicita capina e limpeza em torno da Avenida Joaquim Vicente Guedes.,Arquivada,REQ,59717,,,
1260,2017,Requerimento,Solicita providenciar limpezas das bocas de lobo de todo o bairro Graminha.,Arquivada,REQ,59716,,,
1259,2017,Requerimento,Solicita providenciar limpezas das bocas de lobo de todo o bairro Cruzeiro do Sul.,Arquivada,REQ,59715,,,
1258,2017,Requerimento,"Solicita recapeamento das rua José Teodoro dos Santos e da rua Adelaide Campos de Rezende, no bairro JK.",Arquivada,REQ,59714,,,
1256,2017,Requerimento,"Solicita poda das árvores localizadas na rua Santos Dumont, entre a rua Espírito Santo e rua Antônio Dias, no bairro Granbery.",Arquivada,REQ,59713,,,
1255,2017,Requerimento,"Solicita capina e limpeza na rua Accacio Alves Alvim, na altura do número 1900 - bairro Marilândia.",Arquivada,REQ,59712,,,
1253,2017,Requerimento,Solicita um estudo para implantação de um redutor de velocidade na Av. Garibalde Campinhos.,Em Tramitação,REQ,59662,,,
1252,2017,Requerimento,Solicita um estudo para implantação de sinalização vertical na Av. Mascarenhas.,Arquivada,REQ,59659,,,
1251,2017,Requerimento,"Solicita a SAU, que notifique os proprietários dos lotes localizados na Rua Onofre Oliveira Sales, no Bairro Santa Maria, que faça uma limpeza em seu terreno.",Arquivada,REQ,59657,,,
1250,2017,Requerimento,"Solicita a Secretaria De Obras, que faça uma limpeza nas bocas de lobo do Bairro Pedras Preciosas.",Arquivada,REQ,59652,,,
1249,2017,Requerimento,Solicita um estudo para implantação de um redutor de velocidade na Avenida Barão do Rio Branco.,Arquivada,REQ,59648,,,
1248,2017,Requerimento,"Solicita a desobstrução de uma boca de lobo na rua José Ribeiro de Mattos, bairro Benfica",Arquivada,REQ,59597,,,
1247,2017,Requerimento,"Solicita a colocação de placa de identificação na rua Almir Monteiro, bairro Santa Cecilia",Arquivada,REQ,59595,,,
1246,2017,Requerimento,"Solicita a mudança de itinerário da linha 620, bairro Francisco Bernardino",Arquivada,REQ,59593,,,
1245,2017,Requerimento,"Solicita a colocação de placa na rua Chácara, bairro Santa Luzia",Arquivada,REQ,59592,,,
1244,2017,Requerimento,"Solicita vagas de estacionamento para idosos na rua Mariano Procópio, bairro Centro",Arquivada,REQ,59590,,,
1243,2017,Requerimento,"Solicita que seja feita a notificação do proprietário do terreno na rua Dr. Boanerges Barbosa de Castro, bairro Terras Altas",Arquivada,REQ,59588,,,
1242,2017,Requerimento,"Solicita a capina e limpeza na rua São Tarcísio, bairro Nossa Senhora Aparecida",Arquivada,REQ,59586,,,
1241,2017,Requerimento,"Solicita capina em volta da capela na rua Wanda, bairro Santa Terezinha",Arquivada,REQ,59585,,,
1240,2017,Requerimento,"Solicita a colocação de placa de identificação na rua Cabo Ferraz, bairro Santa Terezinha",Arquivada,REQ,59584,,,
1239,2017,Requerimento,"Solicita operação tapa buraco na rua Luiz Rocha, bairro Eldorado",Arquivada,REQ,59582,,,
1238,2017,Requerimento,"Solicita operação tapa buraco na rua Domingos Lopes, bairro Nossa Senhora das Graças",Arquivada,REQ,59581,,,
1237,2017,Requerimento,Solicita operação tapa buraco na rua Planalto no bairro Progresso,Arquivada,REQ,59580,,,
1236,2017,Requerimento,"Solicita capina e limpeza em toda a extensão da rua Franklin de Paula Marques, no Bairro Cidade do Sol.",Arquivada,REQ,59661,,,
1235,2017,Requerimento,"Solicita um estudo aprofundado sobre a possível implantação de placa de carga e descarga na na Av. Brasil, em frente o número 7839, no Bairro Cerâmica.",Arquivada,REQ,59660,,,
1234,2017,Requerimento,"Solicita trabalho de reconstrução de um muro na Rua Elias José Mockdeci (Estrada do Náutico), número 8500, no bairro Náutico.",Arquivada,REQ,59658,,,
1233,2017,Requerimento,"Solicita capina e limpeza em toda a extensão da rua Cidade do Sol, no Bairro Cidade do Sol.",Arquivada,REQ,59656,,,
1232,2017,Requerimento,"Solicita que seja tapado um buraco na rua José Marangom, próximo ao número 58, no bairro Industrial.",Arquivada,REQ,59653,,,
1231,2017,Requerimento,"Solicita a construção da rede pluvial na Estrada Elias José Mockdeci, 8500, no bairro Náutico.",Arquivada,REQ,59650,,,
1230,2017,Requerimento,"Solicita capina e limpeza em toda a extensão da rua Camboatá, no Bairro Amazônia.",Arquivada,REQ,59647,,,
1229,2017,Requerimento,"Solicita que seja realizado um estudo para instalação de quebra-mola na Estrada Elias José Mockdeci na altura do numero 8609, no Bairro Náutico.",Arquivada,REQ,59644,,,
1228,2017,Requerimento,"Solicita realizado o trabalho de capina e limpeza em toda a extensão da rua Negrão de Lima, no Bairro Cidade do Sol.",Arquivada,REQ,59640,,,
1227,2017,Requerimento,"Solicita capina e limpeza em toda a extensão da Rua Silva Melo, no Bairro Cidade do Sol.",Arquivada,REQ,59637,,,
1226,2017,Requerimento,"Solicita capina e limpeza em toda a extensão da rua Dr. Milton Ladeira, no Bairro Amazônia.",Arquivada,REQ,59634,,,
1225,2017,Requerimento,"Solicita trabalho de manutenção e limpeza de uma praça com o campo de futebol localizado na rua Camboatá, no Bairro Amazônia.",Arquivada,REQ,59633,,,
1224,2017,Requerimento,"Solicita capina e limpeza em toda a extensão da rua Pequiá, no Bairro Amazônia.",Arquivada,REQ,59632,,,
1223,2017,Requerimento,"Solicita capina e limpeza em toda a extensão da rua Onófre Oliveira Sales, no Bairro Santa Maria.",Arquivada,REQ,59631,,,
1222,2017,Requerimento,"Solicita que seja tapado um buraco na rua Augusto Mariane, próximo ao numero 105, no Bairro Industrial.",Arquivada,REQ,59630,,,
1221,2017,Requerimento,"Solicita limpeza na rua Sebastião José da Silva próximo ao número 195, no bairro Nossa Senhora Aparecida.",Arquivada,REQ,59629,,,
1220,2017,Requerimento,Solicita que seja realizado uma operação tapa buracos na rua Ivan Batista de Oliveira em toda sua extensão no bairro Milho Branco.,Arquivada,REQ,59628,,,
1219,2017,Requerimento,Solicita realizar o patrolamento e colocação de cascalho na estrada do Granjeamento Humaitá.,Arquivada,REQ,59627,,,
1218,2017,Requerimento,"Solicita uma operação tapa buracos na rua Dr. Milton Ladeira, em toda sua extensão, no bairro Milho Branco.",Arquivada,REQ,59598,,,
1217,2017,Requerimento,"Solicita capina e limpeza em toda a extensão da Rua Dr. Milton Ladeira, no Bairro Milho Branco.",Arquivada,REQ,59596,,,
1216,2017,Requerimento,"Solicita que seja realizado um estudo aprofundado sobre a possível mudança de sentido duplo na rua Eraldo Guerra Peixe, para sentido único da Av. Juscelino Kubitschek para o bairro.",Arquivada,REQ,59594,,,
1215,2017,Requerimento,"Solicita capina e limpeza em toda a extensão da rua Carolina Furtado Dutra, no Bairro Nova Era.",Arquivada,REQ,59591,,,
1214,2017,Requerimento,"Solicita operação tapa buracos na Rua Carolina Furtado Dutra, em toda sua extensão, no Bairro Nova Era.",Arquivada,REQ,59589,,,
1213,2017,Requerimento,"Solicita que seja realizado um estudo aprofundado sobre a possível implantação de placa de estacionamento máximo 15 minutos com pisca alerta ligado, em uma baia em frente a Padaria Nova Era, na rua Gal. Almerindo da Silva Gomes, 145, no bairro Nova Era.",Arquivada,REQ,59587,,,
1212,2017,Requerimento,"Solicita que seja tapado um buraco na rua Waldemar Pereira, próximo ao número 56, no bairro Santa Luzia.",Arquivada,REQ,59583,,,
1211,2017,Requerimento,"Solicita o conserto da iluminação pública da Praça Adalberto Landau, no Bairro Industrial.",Arquivada,REQ,59578,,,
1210,2017,Requerimento,"Solicita um quebra molas na Rua Professor Luiz Viana, próximo ao n° 758, no Bairro de Lourdes.",Arquivada,REQ,59574,,,
1209,2017,Requerimento,"Solicita a visita do Setor de Zoonoses na Rua Professor Luiz Viana, no Bairro de Lourdes.",Arquivada,REQ,59572,,,
1208,2017,Requerimento,"Solicita capina em toda extensão da Av. Ministro Espírito Santo, no Bairro Benfica.",Arquivada,REQ,59570,,,
1207,2017,Requerimento,"Solicita melhoria na iluminação ao entorno do Supermercado Bahamas, localizado no bairro Benfica.",Arquivada,REQ,59568,,,
1206,2017,Requerimento,"Solicita operação tapa buraco na Av. Ministro Espírito Santo, no Bairro Benfica.",Arquivada,REQ,59566,,,
1205,2017,Requerimento,"Solicita a capina e limpeza no escadão da rua Luciano Monteiro, bairro Santa Cecília",Arquivada,REQ,59579,,,
1204,2017,Requerimento,"Solicita operação tapa buraco na rua Jacob Lawal, bairro Borboleta",Arquivada,REQ,59577,,,
1203,2017,Requerimento,"Solicita a colocação de placa na rua Alencar Tristão, bairro Santa Terezinha",Arquivada,REQ,59576,,,
1202,2017,Requerimento,"Solicita a cobertura asfáltica na rua Pedro Botti, bairro Alto dos Passos",Arquivada,REQ,59575,,,
1201,2017,Requerimento,"Solicita a colocação de um placa na rua Aníbal Alves, bairro Nossa Senhora das Graças",Arquivada,REQ,59573,,,
1200,2017,Requerimento,"Solicita a colocação de lâmpadas nos postes próximo a faculdade Machado Sobrinho, bairro Cruzeiro do Sul",Arquivada,REQ,59571,,,
1199,2017,Requerimento,"Solicita a limpeza do córrego Hip Rap, bairro Santa Efigênia",Arquivada,REQ,59569,,,
1198,2017,Requerimento,"Solicita a retirada de entulho e lixo na Av. Joaquim Vicente Guedes, bairro Cruzeiro do Sul",Arquivada,REQ,59567,,,
1197,2017,Requerimento,"Solicita que seja afastado um poste na rua José Elpídio dos Reis, bairro Nova Era",Arquivada,REQ,59565,,,
1196,2017,Requerimento,"Solicita limpeza e capina na rua Luiza Vitoria Fernandes, atrás da creche da dona Geny Barbosa, no bairro Santa Cruz.",Arquivada,REQ,59564,,,
1195,2017,Requerimento,"Solicita verificar a necessidade do coletivo da linha 755 (Zona Norte / UFJF) fazer parada em frente ao IFET ""Campus Juiz de Fora do Instituto Federal do Sudeste de Minas Gerais"".",Arquivada,REQ,59563,,,
1194,2017,Requerimento,"Solicita verificar a possibilidade de patrolar e jogar escórias em toda a extensão da estrada da cachoeira rua A, no bairro Jardim Cachoeira - Igrejinha.",Arquivada,REQ,59562,,,
1193,2017,Requerimento,"Solicita que determine ao órgão competente, a edição de Portaria designando os membros que comporão o Grupo de Trabalho para regulamentação da Lei n° 12.469, de 11 de janeiro de 2012, que ""Institui a Área de Proteção e Segurança Escolar (APS Escolar) em torno de todas as Unidades de Ensino Básico, localizadas no Município"".",Arquivada,REQ,59561,,,
1192,2017,Requerimento,"Solicita a avaliação técnica para incluir na Mensagem do Executivo, cujo Projeto de Lei trará proposta do Plano Plurianual — PPA 2018/2021, a ser encaminhado para esta Casa Legislativa neste ano, em Programa de Trabalho especifico, Ações, para a implantação e cumprimento das Leis 12.469, de 11 de janeiro de 2012, e 13.500, de 17 de março de 2017.",Arquivada,REQ,59560,,,
1191,2017,Requerimento,"Solicita que implemente estudos no sentido de instalar um ponto de ônibus em frente da ACISPES, com faixas delimitadoras indicadoras para a travessia de pedestres em ambos os lados da travessia.",Arquivada,REQ,59559,,,
1190,2017,Requerimento,"Solicita providências em relação a queda de folhas de palmeiras em um imóvel situado à Rua das Cássias, n° 93, Bairro Marilândia.",Arquivada,REQ,59558,,,
1189,2017,Requerimento,"Solicita a limpeza do córrego existente nos fundos do imóvel na Rua Marciano Pinto, nº 573, no Bairro Sagrado Coração de Jesus.",Arquivada,REQ,59557,,,
1188,2017,Requerimento,"Solicita a poda de árvore na rua Carlos Chagas, bairro São Mateus",Arquivada,REQ,59551,,,
1187,2017,Requerimento,"Solicita a poda de árvore na rua José Lourenço, bairro São Pedro",Arquivada,REQ,59550,,,
1186,2017,Requerimento,"Solicita a revitalização do muro da CESAMA, na rua Ouro Preto, bairro Centenário",Arquivada,REQ,59548,,,
1185,2017,Requerimento,"Solicita asfaltamento da rua José Leiocádia, bairro São Sebastião.",Arquivada,REQ,59547,,,
1184,2017,Requerimento,"Solicita que coloque uma caçamba de lixo na rua Wanda, bairro Amazonas",Arquivada,REQ,59546,,,
1183,2017,Requerimento,"Solicita a manutenção dos bueiros, na rua Sabino Tortura, bairro São Judas Tadeu",Arquivada,REQ,59545,,,
1182,2017,Requerimento,"Solicita a colocação de semáforo na rua Santa Terezinha com José Eutrópio, bairro Santa Terezinha",Arquivada,REQ,59544,,,
1181,2017,Requerimento,"Solicita capina na praça Herval da Cruz Braz, bairro Amazônia",Arquivada,REQ,59543,,,
1180,2017,Requerimento,"Solicita operação tapa buraco na rua Pedro Botti, bairro Alto dos Passos",Arquivada,REQ,59541,,,
1179,2017,Requerimento,"Solicita uma equipe da zoonose na rua Domingos Lopes, bairro Nossa Senhora das Graças",Arquivada,REQ,59540,,,
1178,2017,Requerimento,"Solicita a capina do pátio interno da Escola Estadual Sebastião Patrus, bairro Centenário",Arquivada,REQ,59538,,,
1177,2017,Requerimento,"Solicita a poda de bambus no escadão da rua Ouro Preto, no bairro Centenário.",Arquivada,REQ,59537,,,
1176,2017,Requerimento,"Solicita a iluminação do escadão da rua Ouro Preto, bairro Santa Terezinha",Arquivada,REQ,59535,,,
1175,2017,Requerimento,"Solicita o conserto do escadão da rua Augusta Alves, bairro Grajaú",Arquivada,REQ,59534,,,
1174,2017,Requerimento,Solicita a construção de um muro na praça do bairro Aracy,Arquivada,REQ,59532,,,
1173,2017,Requerimento,Solicita a retirada de terra da estrada de Caeté,Arquivada,REQ,59531,,,
1172,2017,Requerimento,"Solicita a poda de árvores no pátio da escola estadual Sebastião Patrus de Souza, bairro Centenário",Arquivada,REQ,59530,,,
1171,2017,Requerimento,"Solicita que a Secretária Municipal de Saúde tome ciência do relatório da Comissão de Saúde e Bem Estar Social, referente ao mutirão de vacinação",Arquivada,REQ,59554,,,
1170,2017,Requerimento,"Solicita a retirada de entulho e capina da calçada, em toda extensão da rua Cristiano Becker, bairro JK.",Arquivada,REQ,59529,,,
1169,2017,Requerimento,"Solicita reparos na quadra, localizado na rua Olga Burnier, ao lado da Fundação Amor, bairro JK.",Arquivada,REQ,59528,,,
1168,2017,Requerimento,"Solicita implantar um Traffic calming ou redutor de velocidade para auxiliar na travessia dos alunos, em frente ao colégio Santos Anjos, localizado na avenida Garibalde Campinhos, 170, no bairro Vitorino Braga, nos mesmos moldes dos colégios Jesuítas, Stella e Santa Catarina.",Arquivada,REQ,59523,,,
1167,2017,Requerimento,"Solicita a melhoria da iluminação, localizado na rua Nossa Senhora do Líbano, no bairro Grajaú.",Arquivada,REQ,59519,,,
1166,2017,Requerimento,"Solicita disponibilizar agentes de trânsito, para auxiliar na travessia dos alunos, em frente ao colégio Santos Anjos, localizado na avenida Garibalde Campinhos, 170, no bairro Vitorino Braga.",Arquivada,REQ,59516,,,
1165,2017,Requerimento,"Solicita operação tapa-buracos, em toda extensão da rua Cristiano Becker, bairro JK.",Arquivada,REQ,59513,,,
1164,2017,Requerimento,"Solicita a limpeza e capina em toda extensão da rua Itatiaia, no bairro Monte Castelo.",Arquivada,REQ,59511,,,
1163,2017,Requerimento,"Solicita o reparo da cratera localizada na rua Eurico Martins Ferreira, próximo ao número 14, bairro Nova Era.",Arquivada,REQ,59508,,,
1162,2017,Requerimento,"Solicita a limpeza e capina na rua Bias Fortes, em frente ao número 35, estendendo ao posto de saúde, no bairro Esplanada.",Arquivada,REQ,59506,,,
1161,2017,Requerimento,"Solicita a limpeza e capina da calçada localizada no largo da Glória, em frente a igreja, no bairro da Glória.",Arquivada,REQ,59502,,,
1160,2017,Requerimento,"Solicita a limpeza e capina na rua Agulhas Negras, em frente ao número 102, no bairro Monte Castelo.",Arquivada,REQ,59500,,,
1159,2017,Requerimento,"Solicita a capina e limpeza na rua João Leite de Oliveira, bairro Encosta do Sol",Arquivada,REQ,59526,,,
1158,2017,Requerimento,"Solicita a capina e limpeza na rua A, bairro Santa Amélia",Arquivada,REQ,59525,,,
1157,2017,Requerimento,"Solicita operação tapa buraco na rua A, bairro Santa Amélia",Arquivada,REQ,59522,,,
1156,2017,Requerimento,"Solicita a capina e limpeza na rua Engenheiro Reginaldo Arcuri, bairro Encosta do Sol",Arquivada,REQ,59520,,,
1155,2017,Requerimento,"Solicita a capina e limpeza na rua G, bairro Santa Amélia",Arquivada,REQ,59517,,,
1154,2017,Requerimento,"Solicita operação tapa buraco na rua G, bairro Santa Amélia",Arquivada,REQ,59515,,,
1153,2017,Requerimento,"Solicita a capina e limpeza na rua Poeta Daltemar Lima, bairro Encosta do Sol",Arquivada,REQ,59512,,,
1152,2017,Requerimento,"Solicita a capina e limpeza na rua Jaime Schmitz, bairro Encosta do Sol",Arquivada,REQ,59510,,,
1151,2017,Requerimento,"Solicita a construção de um corrimão no escadão da rua Fernando Ferrari, bairro Nossa Senhora Aparecida",Arquivada,REQ,59505,,,
1150,2017,Requerimento,Solicita a capina e limpeza no bairro Barreira do Triunfo,Arquivada,REQ,59504,,,
1149,2017,Requerimento,"Solicita a poda de árvores na rua Carmela Dutra, bairro N.Senhora Aparecida",Arquivada,REQ,59501,,,
1148,2017,Requerimento,Solicita operação tapa buraco nas ruas do bairro Valadares,Arquivada,REQ,59507,,,
1147,2017,Requerimento,"Solicita a colocação de um abrigo de ônibus na rua Jacy de Assis, bairro Barreira do Triunfo",Arquivada,REQ,59499,,,
1146,2017,Requerimento,"Solicita a revitalização da praça Ana Esmélia, bairro Barreira do Triunfo",Arquivada,REQ,59498,,,
1145,2017,Requerimento,"Solicita a colocação de um abrigo de ônibus, no Residencial Novo Triunfo II, bairro Barreira do Triunfo",Arquivada,REQ,59496,,,
1144,2017,Requerimento,"Solicita operação tapa buraco na Av. Joaquim Vicente Guedes, bairro Cruzeiro do Sul",Arquivada,REQ,59494,,,
1143,2017,Requerimento,"Solicita operação tapa buracos na Rua Piauí, próximo ao número 646, no bairro São Bernardo, em Juiz de Fora-MG.",Arquivada,REQ,59495,,,
1142,2017,Requerimento,"Solicita de operação tapa buracos na Rua São Bernardo, próximo aos números 46 a 66, no bairro São Bernardo em Juiz de Fora - MG.",Arquivada,REQ,59493,,,
1141,2017,Requerimento,"Solicita a capina e limpeza na rua Luiz Gualberto Junior, bairro Progresso",Arquivada,REQ,59491,,,
1140,2017,Requerimento,Solicita a confecção de Carteira Funcional do Poder Legislativo,Arquivada,REQ,59492,,,
1139,2017,Requerimento,"Solicita autorização para viagem administrativa à Belo Horizonte com o Deputado Estadual André Quintão, e a convite do prefeito Bruno Siqueira, com o Secretário de Governo de Minas Gerais Odair Cunha, na sede do Banco de Desenvolvimento de Minas Gerais, iremos acompanhado do assessor de apoio legislativo Humberto Augusto da Silva.",Arquivada,REQ,59333,,,
1138,2017,Requerimento,Solicita a instalação de novos pontos de iluminação pública na rua Benjamim Constant,Arquivada,REQ,59489,,,
1137,2017,Requerimento,"Solicita a capina e limpeza na rua Ivam Batista de Oliveira, bairro Milho Branco",Arquivada,REQ,59488,,,
1136,2017,Requerimento,"Solicita pavimentação asfáltica na rua Francisco de Almeida, bairro Cerâmica",Arquivada,REQ,59487,,,
1135,2017,Requerimento,"Solicita a colocação de sinalização horizontal e vertical na rua José Manoel de Oliveira, bairro Cerâmica",Arquivada,REQ,59486,,,
1134,2017,Requerimento,"Solicita a troca da tampa da boca de lobo da rua Lino Pinto da Silva, bairro Santa Efigênia",Arquivada,REQ,59485,,,
1133,2017,Requerimento,"Solicita a colocação de sinalização na rua Maria de Almeida Silva, bairro Teixeiras",Arquivada,REQ,59484,,,
1132,2017,Requerimento,"Solicita operação tapa buraco na rua Antonio Guimarães Peralva, bairro Barbosa Lage",Arquivada,REQ,59483,,,
1131,2017,Requerimento,"Solicita a capina e limpeza na rua Francisco de Almeidas, bairro Cerâmica",Arquivada,REQ,59482,,,
1130,2017,Requerimento,Solicita que seja feita a capina e limpeza no córrego no bairro Cerâmica,Arquivada,REQ,59481,,,
1129,2017,Requerimento,Solicita que seja feita a desratização no córrego de Santa Luzia,Arquivada,REQ,59480,,,
1128,2017,Requerimento,"Solicita que seja feita a pavimentação na rua Haroldo Furtado, bairro Previdênciários",Arquivada,REQ,59479,,,
1127,2017,Requerimento,"solicita a melhoria na iluminação pública da rua Martins Barbosa, bairro Benfica",Arquivada,REQ,59478,,,
1126,2017,Requerimento,Solicita o alargamento da ponte que liga o bairro Barbosa Lage a Remonta,Arquivada,REQ,59477,,,
1125,2017,Requerimento,Solicita que faça o alargamento da ponte no bairro Casa Blanca,Arquivada,REQ,59476,,,
1124,2017,Requerimento,"Solicita o conserto de um manilha na rua Engenheiro Paulo Correia e Castro, bairro Linhares.",Arquivada,REQ,59475,,,
1123,2017,Requerimento,Solicita agilidade na inauguração do CRAS Barbosa Lage,Arquivada,REQ,59474,,,
1122,2017,Requerimento,Solicita a colocação de ambulância ou profissional da área de saúde na feira livre de domingo,Arquivada,REQ,59473,,,
1121,2017,Requerimento,"Solicita a instalação de redutor de velocidade na Av. JK, bairro Francisco Bernardino",Arquivada,REQ,59472,,,
