Projeto,Ano,Tipo,Ementa,Situacao,Autor,Codigo_Tipo,Id_Projeto_Camara,Data_Projeto,Tramitacao_Encerrada,Aprovado
1965,2012,Requerimento,"Solicita a poda de árvore na rua Alexandre Joaquim de Siqueira, bairro Vila Ideal.",Em Tramitação,Noraldino,REQ,4312,16/10/2012,NAO,TRAMITACAO
1964,2012,Requerimento,"Solicita a capina e limpeza da rua João Luiz Alves, bairro Vila Ideal.",Em Tramitação,Noraldino,REQ,11335,16/10/2012,NAO,TRAMITACAO
1963,2012,Requerimento,"Solicita a implantação de quebra-molas, na rua Helena Bittencourt, bairro Carlos Chagas.",Em Tramitação,Noraldino,REQ,37829,16/10/2012,NAO,TRAMITACAO
1962,2012,Requerimento,"Solicita a limpeza de boca-de-lobo/bueiro, na rua Dr. Sebastião de Andrade, bairro Eldorado.",Em Tramitação,Noraldino,REQ,14097,16/10/2012,NAO,TRAMITACAO
1961,2012,Requerimento,"Solicita a capina e limpeza na rua Dante Bellei, bairro Santa Cândida",Em Tramitação,Noraldino,REQ,23989,16/10/2012,NAO,TRAMITACAO
1960,2012,Requerimento,"Solicita a operação tapa-buracos, na rua Marumbi, bairro Marumbi.",Em Tramitação,Noraldino,REQ,10922,16/10/2012,NAO,TRAMITACAO
1959,2012,Requerimento,"Solicita a implantação de quebra-molas na rua Dr. Sebastião de Andrade, bairro Eldorado.",Em Tramitação,Noraldino,REQ,14096,16/10/2012,NAO,TRAMITACAO
1958,2012,Requerimento,"Solicita semáforo e quebra-molas na Av. Jucelino Kubichek, bairro Jóquei Clube.",Em Tramitação,Noraldino,REQ,26596,16/10/2012,NAO,TRAMITACAO
1957,2012,Requerimento,"Solicita a poda de árvore na rua Randall Oliveira, bairro Aeroporto",Em Tramitação,Noraldino,REQ,4309,16/10/2012,NAO,TRAMITACAO
1956,2012,Requerimento,"Solicita a capina e limpeza da Rua Guilardo Xavier Furtado, bairro Carlos Chagas.",Em Tramitação,Noraldino,REQ,37828,16/10/2012,NAO,TRAMITACAO
1955,2012,Requerimento,"Solicita a operação tapa-buracos, na rua Omar Côrtes Claro, bairro Cerâmica.",Em Tramitação,Noraldino,REQ,22469,16/10/2012,NAO,TRAMITACAO
1954,2012,Requerimento,"Solicita a colocação de lixeiras na Avenida Rio Branco, bairro Manoel Honório.",Arquivada,Noraldino,REQ,32473,16/10/2012,SIM,SIM
1953,2012,Requerimento,"Solicita capina e limpeza, na rua Hélio Rhomaz, bairro Cerâmica",Em Tramitação,Noraldino,REQ,22468,16/10/2012,NAO,TRAMITACAO
1952,2012,Requerimento,"Solicita a limpeza e instalação de gradde de boca-de-lobo, na rua Professor Francisco Faria esquina com Professor Teodoro Coelho, Bairu",Em Tramitação,Noraldino,REQ,33009,16/10/2012,NAO,TRAMITACAO
1951,2012,Requerimento,"Solicita a limpeza e instalação de grade em boca-de-lobo, na rua Irão Martinho, bairro Bairu",Em Tramitação,Noraldino,REQ,33008,16/10/2012,NAO,TRAMITACAO
1950,2012,Requerimento,"Solicitação de capina e limpeza na rua Eunice Weaver, bairro Carlos Chagas.",Em Tramitação,Noraldino,REQ,37827,16/10/2012,NAO,TRAMITACAO
1949,2012,Requerimento,"Solicita a varrição de rua na Av. Brasil, bairro Manoel Honório",Arquivada,Noraldino,REQ,32472,16/10/2012,SIM,SIM
1948,2012,Requerimento,"Solicita o asfaltamento na rua Prof. João Massena, bairro Dom Bosco.",Em Tramitação,Noraldino,REQ,8716,16/10/2012,NAO,TRAMITACAO
1947,2012,Requerimento,"Solicita a capina e limpeza na rua José de Almeida Portes, bairro Carlos Chagas.",Em Tramitação,Noraldino,REQ,37826,16/10/2012,NAO,TRAMITACAO
1946,2012,Requerimento,"Solicita a operação tapa-buracos na rua José de Almeida Portes, bairro Carlos Chagas",Em Tramitação,Noraldino,REQ,37825,16/10/2012,NAO,TRAMITACAO
1945,2012,Requerimento,"Solicita a capina e a limpeza na rua Marechal Cordeiros de Faria, bairro Carlos Chagas.",Em Tramitação,Noraldino,REQ,37824,16/10/2012,NAO,TRAMITACAO
1944,2012,Requerimento,Solicita a operação tapa-buraco na rua Marechal Cordeiros de Faria.,Arquivada,Noraldino,REQ,37823,16/10/2012,SIM,SIM
1943,2012,Requerimento,"Solicito a instalação instalação de semáfaros, na Av. Rui Barbosa, bairro Santa Terezinha.",Em Tramitação,Noraldino,REQ,9409,16/10/2012,NAO,TRAMITACAO
1942,2012,Requerimento,"Solicita o recapeamento na rua A, bairro Vina Del Mar, Cidade Alta",Em Tramitação,Noraldino,REQ,34959,16/10/2012,NAO,TRAMITACAO
1941,2012,Requerimento,"Solicita a poda de árvore na rua Hélio Rhomaz, bairro Cerâmica",Em Tramitação,Noraldino,REQ,4307,16/10/2012,NAO,TRAMITACAO
1940,2012,Requerimento,"Solicita a colocação de placa de proibido jogar lixo, na Praça do Bairro Manoel Honório.",Arquivada,Noraldino,REQ,32471,16/10/2012,SIM,SIM
1939,2012,Requerimento,"Solicita a expansão da rede de iluminação na rua Dr. Alvino de Paula, bairro Carlos Chagas",Arquivada,Noraldino,REQ,37822,16/10/2012,SIM,SIM
1938,2012,Requerimento,"Solicita a poda de árvore, na rua Pitangui, bairro N. Sr. das Graças.",Em Tramitação,Noraldino,REQ,4305,16/10/2012,NAO,TRAMITACAO
1937,2012,Requerimento,"Solicita a limpeza de boca-de-lobo, na rua Paracatu, bairro Santa Terezinha.",Em Tramitação,Noraldino,REQ,9408,16/10/2012,NAO,TRAMITACAO
1935,2012,Requerimento,"Solicita a poda de árvore na rua Angelino Beligoli, bairro Filgueiras",Em Tramitação,Noraldino,REQ,15526,16/10/2012,NAO,TRAMITACAO
1934,2012,Requerimento,"Solicita capina e limpeza na rua Capitão Jacy Graça, bairro Barbosa Lage.",Em Tramitação,Noraldino,REQ,30945,16/10/2012,NAO,TRAMITACAO
1933,2012,Requerimento,"Solicita a revitalização de Praça na rua José Procópio Teixeira, bairro Bom Pastor.",Em Tramitação,Noraldino,REQ,5781,16/10/2012,NAO,TRAMITACAO
1932,2012,Requerimento,"Solicita a capina e limpeza, na rua Antônio José Martins, bairro Centro",Em Tramitação,Noraldino,REQ,34613,16/10/2012,NAO,TRAMITACAO
1931,2012,Requerimento,"Solicita a construção de calçada e adição de linha de ônibus, na rua Avelino Jacob da Silva, bairro Granjas Betãnia.",Em Tramitação,Noraldino,REQ,19709,16/10/2012,NAO,TRAMITACAO
1930,2012,Requerimento,"Solicita a operação tapa-buracos na rua Antonio José Martins, bairro Centro",Em Tramitação,Noraldino,REQ,34612,16/10/2012,NAO,TRAMITACAO
1929,2012,Requerimento,"Solicita a poda de árvore na rua Prof. Pelino de Oliveira, bairro Eldorado",Em Tramitação,Noraldino,REQ,4304,16/10/2012,NAO,TRAMITACAO
1928,2012,Requerimento,"Solicita a proibição de estacionamento em via pública na rua Francisco Vale, bairro Paineiras",Em Tramitação,Noraldino,REQ,31508,16/10/2012,NAO,TRAMITACAO
1927,2012,Requerimento,"Solicita poda de árvore na Parça do Cruzeiro, bairro Paineiras.",Em Tramitação,Noraldino,REQ,4303,16/10/2012,NAO,TRAMITACAO
1926,2012,Requerimento,"Solicita a implantação de quebra-molas, na rua Luiz Rocha, bairro Eldorado.",Em Tramitação,Noraldino,REQ,14094,16/10/2012,NAO,TRAMITACAO
1925,2012,Requerimento,"Solicita a reforma do escadão na rua Raimundo Correa, bairro Nova Era.",Em Tramitação,Noraldino,REQ,12084,15/10/2012,NAO,TRAMITACAO
1924,2012,Requerimento,"Solicita a extensão de rede de iluminação pública na rua Osmar Fernandes de Oliveira, bairro São Damião.",Em Tramitação,Isauro Calais,REQ,20577,16/10/2012,NAO,TRAMITACAO
1923,2012,Requerimento,"Solicita demarcar area de estacionamento rapido, carros e motos, na Av. Getúlio Vargas, Centro.",Em Tramitação,Isauro Calais,REQ,34611,16/10/2012,NAO,TRAMITACAO
1922,2012,Requerimento,"Solicita a recuperação da rua Nilza Delourdes Fortes, bairro Retiro.",Em Tramitação,Isauro Calais,REQ,2120,16/10/2012,NAO,TRAMITACAO
1921,2012,Requerimento,Solicita que seja feita uma análise para que a unidade móvel de saúde que trabalha em Bueié perto do distrito de Rosário possa fazer suas refeições e fazerem uso do Banhiero na Escola que atende a comunidade.,Em Tramitação,Chico Evangelista,REQ,2537,16/10/2012,NAO,TRAMITACAO
1920,2012,Requerimento,Solicita a possibilidade da abertura da escola municipal Helena Anti Pose no distrito de Buieié.,Em Tramitação,Chico Evangelista,REQ,2536,16/10/2012,NAO,TRAMITACAO
1919,2012,Requerimento,"Solicita o asfaltamento da rua Afonso Garcia, bairro Benfica.",Em Tramitação,Ana do Padre Frederico,REQ,18427,16/10/2012,NAO,TRAMITACAO
1918,2012,Requerimento,"Solicita a colocação de corrimão no escadão da rua Doutor Manoel Lage com a Rua Aleixo Martins Neto, bairro Marumbi.",Em Tramitação,Ana do Padre Frederico,REQ,10920,16/10/2012,NAO,TRAMITACAO
1917,2012,Requerimento,"Solicita solicita asfaltamento, capina, instalação de mais 1 poste e substituição de bocas de lobo na rua Waldemar Bracher bairro Martelos.",Em Tramitação,Wanderson Castelar,REQ,35147,16/10/2012,NAO,TRAMITACAO
1916,2012,Requerimento,"Solicita a retirada da terra, da Rua Sebastião Rodrigues, bairro Progresso.",Em Tramitação,Flávio Cheker,REQ,20900,16/10/2012,NAO,TRAMITACAO
1914,2012,Requerimento,"Solicita capina e limpeza na rua Waldemar Bracher, bairro Martelos.",Em Tramitação,Noraldino,REQ,35146,28/09/2012,NAO,TRAMITACAO
1913,2012,Requerimento,"Solicita a notificação aos donos dos lotes ao lado do numeral 145, para que construam passeio e muro para suas propriedades, na rua Waldemar Bracher, bairro Martelos.",Em Tramitação,Noraldino,REQ,35145,28/09/2012,NAO,TRAMITACAO
1912,2012,Requerimento,"Solicita serviços do correio, na Estrada Velha de Filgueiras, bairro Filgueiras.",Em Tramitação,Noraldino,REQ,1629,Data nao encontrada,NAO,TRAMITACAO
1911,2012,Requerimento,"Solicita o asfaltamento da Rua José da Silva Atalaia, bairro Recanto dos Lagos.",Em Tramitação,Noraldino,REQ,20337,28/09/2012,NAO,TRAMITACAO
1910,2012,Requerimento,"Solicita o asfaltamento na Estrada Velha de Filgueiras, bairro Filgueiras.",Em Tramitação,Noraldino,REQ,15371,28/09/2012,NAO,TRAMITACAO
1909,2012,Requerimento,"Solicita o asfaltamento na rua Waldemar Bracher, bairro Martelos.",Em Tramitação,Noraldino,REQ,35144,28/09/2012,NAO,TRAMITACAO
1908,2012,Requerimento,"Solicita o asfaltamento na rua Acesso A, bairro Martelos.",Em Tramitação,Noraldino,REQ,35143,28/09/2012,NAO,TRAMITACAO
1907,2012,Requerimento,"Solicita a disponibilidade de latão de lixo, na Estrada Velha de Filgueiras, bairro Filgueiras",Em Tramitação,Noraldino,REQ,15525,28/09/2012,NAO,TRAMITACAO
1906,2012,Requerimento,"Solicita a expansão da rede de iluminação na Estrada Velha de Filgueiras, bairro Filgueiras",Em Tramitação,Noraldino,REQ,15524,28/09/2012,NAO,TRAMITACAO
1905,2012,Requerimento,"Solicita disponibilização de latõa de lixo, na Avenida Pedro Afonso Pinheiro, bairro Jardim Gaúcho.",Em Tramitação,Noraldino,REQ,32282,28/09/2012,NAO,TRAMITACAO
1904,2012,Requerimento,"Solicita expansão da rede de iluminação na rua Waldemar Bracher, bairro Martelos.",Em Tramitação,Noraldino,REQ,35142,28/09/2012,NAO,TRAMITACAO
1903,2012,Requerimento,"Solicita mudança de bueiros de concreto para bueiros de ferro, na rua Waldemar Bracher, bairro Martelos.",Em Tramitação,Noraldino,REQ,35141,28/09/2012,NAO,TRAMITACAO
1902,2012,Requerimento,"Solicita capina e limpeza na rua Márcio Teixeira, bairro Teixeira.",Em Tramitação,Noraldino,REQ,8885,28/09/2012,NAO,TRAMITACAO
1901,2012,Requerimento,"Solicita o asfaltamento na rua Waldemar Bracher, bairro Martelos(cidade alta)",Em Tramitação,Betão,REQ,35140,28/09/2012,NAO,TRAMITACAO
1900,2012,Requerimento,"Solicite que os proprietários dos terrenos que estejam sem muro, passeio e capina regularizem seus imóveis, de acordo com a exigência da Lei Orgânica do Município.",Em Tramitação,Betão,REQ,35139,28/09/2012,NAO,TRAMITACAO
1899,2012,Requerimento,"Solicita o asfaltamento no final da rua Aristóteles Braga, no bairro Martelos (Cidade Alta)",Em Tramitação,Betão,REQ,35138,28/09/2012,NAO,TRAMITACAO
1898,2012,Requerimento,"Solicita que seja trocada a tampa de um bueiro, destinado a coleta de águas pluviais, feita de cimento , por um material mais resistente.",Em Tramitação,Betão,REQ,35137,28/09/2012,NAO,TRAMITACAO
1897,2012,Requerimento,"Solicita a captação de água pluvial na rua Jesus Raimundo com a Rua Professora Elmaia Vaz, bairro Teixeiras.",Em Tramitação,Ana do Padre Frederico,REQ,8884,27/09/2012,NAO,TRAMITACAO
1896,2012,Requerimento,"Solicita o asfaltamento do prolongamento da rua Ângelo Bigi, bairro Vale dos Peões.",Em Tramitação,Ana do Padre Frederico,REQ,16164,27/09/2012,NAO,TRAMITACAO
1895,2012,Requerimento,"Solicita a colocação de uma placa especial para os deficientes na rua Orlando Riani, bairro Nossa Senhora Aparecida.",Em Tramitação,Ana do Padre Frederico,REQ,13112,27/09/2012,NAO,TRAMITACAO
1894,2012,Requerimento,"Solicita o recapeamento do asfalto na rua Orville Derby Dutra, bairro Santa Rita.",Em Tramitação,Ana do Padre Frederico,REQ,12893,27/09/2012,NAO,TRAMITACAO
1893,2012,Requerimento,"Solicita a captação de rede de esgoto na rua Orville Derby Dutra, bairro Santa Rita.",Em Tramitação,Ana do Padre Frederico,REQ,12776,27/09/2012,NAO,TRAMITACAO
1892,2012,Requerimento,"Solicita autuar os proprietários dos terrenos situados na rua Waldemar Bracher no bairro Martelos, por não murar e construir passeios.",Em Tramitação,Figueirôa,REQ,35136,27/09/2012,NAO,TRAMITACAO
1891,2012,Requerimento,Solicita a colocação da redde elétrica e iluminação no final da rua Waldemar Bracher no bairro Martelos.,Em Tramitação,Figueirôa,REQ,35135,27/09/2012,NAO,TRAMITACAO
1890,2012,Requerimento,"Solicita que seja autuado o proprietário do imóvel na Av. dos Andradas, para que seja feita a limpeza do terreno e retirada do lixo.",Em Tramitação,Figueirôa,REQ,11827,27/09/2012,NAO,TRAMITACAO
1889,2012,Requerimento,"Solicita melhoria e construção do escadão situado na rua José Gustavo do Nascimento, no bairro Santa Lúcia.",Em Tramitação,Figueirôa,REQ,16849,27/09/2012,NAO,TRAMITACAO
1888,2012,Requerimento,Solicita o serviço de mudança de bueiro de concreto para bueiro de ferro no final da rua Waldeemar Bracher no bairro Martelos.,Em Tramitação,Figueirôa,REQ,35134,27/09/2012,NAO,TRAMITACAO
1887,2012,Requerimento,Solicita que seja realizado serviço de asfaltamento no final da rua Waldemar Bracher no bairro Martelos,Em Tramitação,Figueirôa,REQ,35133,27/09/2012,NAO,TRAMITACAO
1886,2012,Requerimento,"Solicita a construção de um muro de contenção na rua Diva Garcia, bairro Linhares.",Em Tramitação,Flávio Cheker,REQ,19952,28/11/2012,NAO,TRAMITACAO
1885,2012,Requerimento,"Solicita a limpeza do terreno próximo ao campinho, acima das ruas do Bairro Jardim Casablanca.",Em Tramitação,Flávio Cheker,REQ,5261,27/09/2012,NAO,TRAMITACAO
1884,2012,Requerimento,"Solicita a limpeza da boca de lobo na rua Jatobá, bairro Amazônia.",Em Tramitação,Gasparette,REQ,3410,27/09/2012,NAO,TRAMITACAO
1883,2012,Requerimento,"Solicita a melhoria e construção do escadão situado na rua José Gustavo do Nascimento, bairro Santa Lúcia.",Em Tramitação,Figueirôa,REQ,16848,26/09/2012,NAO,TRAMITACAO
1882,2012,Requerimento,"Solicita o serviço de complementação de asfalto, na rua Ignácio da Gama.",Em Tramitação,Figueirôa,REQ,22167,26/09/2012,NAO,TRAMITACAO
1881,2012,Requerimento,Solicita a construção do passeio próximo á Escola Municipal Marlene Barros no bairro Marumbi.,Em Tramitação,Figueirôa,REQ,10917,26/09/2012,NAO,TRAMITACAO
1880,2012,Requerimento,"Solicita melhorias e ações para a rua Waldemar Bracher, bairro Martelos.",Em Tramitação,Flávio Cheker,REQ,35132,26/09/2012,NAO,TRAMITACAO
1878,2012,Requerimento,"Solicita a implantação de redutor de velocidade na rua Bartolomeu dos Santos, bairro Sõa Damião",Em Tramitação,Gasparette,REQ,20571,26/09/2012,NAO,TRAMITACAO
1877,2012,Requerimento,"Solicita fazer uma contenção no final da rua João Cardoso, parte alta do Bairro Centenário.",Em Tramitação,Chico Evangelista,REQ,26220,26/09/2012,NAO,TRAMITACAO
1876,2012,Requerimento,"Solicita a substituição das tampas dos bueiros, que são de concreto, por tampas de ferro, localizados na rua Waldemar Bracher, no bairro Martelos.",Em Tramitação,Ana do Padre Frederico,REQ,35131,25/09/2012,NAO,TRAMITACAO
1875,2012,Requerimento,"Solicita o asfaltamento da rua Waldemar Bracher, também conhecida como Rua F, bairro Martelos.",Em Tramitação,Ana do Padre Frederico,REQ,35130,25/09/2012,NAO,TRAMITACAO
1874,2012,Requerimento,"Solicita que seja notificado os donos dos terrenos na rua Waldemir Bracher, bairro Martelos, quanto á limpeza, capina e construção de passeio.",Em Tramitação,Ana do Padre Frederico,REQ,35129,25/09/2012,NAO,TRAMITACAO
1873,2012,Requerimento,"Solicita verificação em carater de urgencia no ponto final das linhas 104/106 , rua conhecida como rua da Mina, bairro Granjas Bethania.",Em Tramitação,Wanderson Castelar,REQ,19706,25/09/2012,NAO,TRAMITACAO
1872,2012,Requerimento,"Solicita a verificação do risco que um barranco na rua Amambaí, bairro Monte Castelo.",Em Tramitação,Wanderson Castelar,REQ,28500,25/09/2012,NAO,TRAMITACAO
1871,2012,Requerimento,"Solicita a verificação do risco que um barranco na rua Amambaí, bairro Monte Castelo.",Em Tramitação,Wanderson Castelar,REQ,28499,25/09/2012,NAO,TRAMITACAO
1870,2012,Requerimento,"Solicita em carater emergencial, a verificação na colocação de lixo na rua Melo Franco, bairro São Mateus.",Em Tramitação,Wanderson Castelar,REQ,6640,25/09/2012,NAO,TRAMITACAO
1869,2012,Requerimento,"Solicita o desentupimento das bocas de lobo localizadas na rua Melo Franco, bairro São Mateus.",Em Tramitação,Wanderson Castelar,REQ,17791,25/09/2012,NAO,TRAMITACAO
1868,2012,Requerimento,"Solicita a colocação de bancos nos abrigos de ônibus da rua Melo Franco, bairro São Mateus.",Em Tramitação,Wanderson Castelar,REQ,3865,25/09/2012,NAO,TRAMITACAO
1867,2012,Requerimento,"Solicita a retirada de uma árvore na rua Melo Franco, bairro São Mateus",Em Tramitação,Wanderson Castelar,REQ,4301,25/09/2012,NAO,TRAMITACAO
1866,2012,Requerimento,"Solicita que aumente o numero de agentes de saúde, bem coo melhoria da farmácia, localizada no posto de saúde do bairro Sagrado Coração de Jesus.",Em Tramitação,Betão,REQ,27759,25/09/2012,NAO,TRAMITACAO
1865,2012,Requerimento,"Solicita para que seja providenciada a coleta e lixo regular, no loteamento Morada Nova, no bairro Sagrado Coração de Jesus.",Em Tramitação,Betão,REQ,6639,23/09/2012,NAO,TRAMITACAO
1864,2012,Requerimento,"Solicita capina no loteamento Morada Nova, bairro Sagrado Coração de Jesus.",Em Tramitação,Betão,REQ,27758,25/09/2012,NAO,TRAMITACAO
1863,2012,Requerimento,"Solicita a retirada do Traffic calming, na rua Batista de Oliveira em frente ao Colégio Granbery.",Em Tramitação,Betão,REQ,20691,25/09/2012,NAO,TRAMITACAO
1862,2012,Requerimento,"Solicita o asfaltamento no loteamento Morada Nova, bairro Sagrado Coração de Jesus.",Em Tramitação,Betão,REQ,27755,25/09/2012,NAO,TRAMITACAO
1861,2012,Requerimento,"Solicita a viabilidade de mudança de local, do ponto final da linha de ônibus 560 para que possa atender a UPA de São Pedro",Em Tramitação,Betão,REQ,3864,25/09/2012,NAO,TRAMITACAO
1860,2012,Requerimento,"Solicita a viabilidade de circulação de uma linha de onibus, que percorra o interior do Loteamento Morada Nova, no bairro Sagrado Coração de Jesus.",Em Tramitação,Betão,REQ,27752,25/09/2012,NAO,TRAMITACAO
1859,2012,Requerimento,"Solicita que seja implantado o sistema de traffic calming, na rua Mariano Procópio, no bairro Mariano Procópio.",Arquivada,Betão,REQ,32651,25/09/2012,SIM,SIM
1857,2012,Requerimento,"Solicita que retire uma placa que proibe parar e estacionar na rua Renato Dias, no bairro Bom Pastor.",Em Tramitação,Chico Evangelista,REQ,5779,25/09/2012,NAO,TRAMITACAO
1856,2012,Requerimento,"Solicita a implantação de placa e proibido jogar lixo em toda extensão da rua Ridel Pereira da Silva, bairro Parque da Torres.",Em Tramitação,Gasparette,REQ,6638,24/09/2012,NAO,TRAMITACAO
1855,2012,Requerimento,"Solicita a implantação de placa de proibido jogar lixo na rua Ridel Pereira, bairro Parque das Torres.",Em Tramitação,Gasparette,REQ,6637,24/09/2012,NAO,TRAMITACAO
1854,2012,Requerimento,"Solicita a operação tapa buraco em toda extensão da Rua Antonio Fellet, bairro Vale do Ipê.",Em Tramitação,Gasparette,REQ,6682,24/09/2012,NAO,TRAMITACAO
1853,2012,Requerimento,"Solicita que faça a retirada de lixo e entulho da rua Arminda Nunes Ribeiro, no bairro Dom Bosco.",Em Tramitação,Isauro Calais,REQ,8705,24/09/2012,NAO,TRAMITACAO
1852,2012,Requerimento,"Solicita o recapeamento asfaltico na rua Santo Colsera, Bairro Centro.",Em Tramitação,Isauro Calais,REQ,34609,24/09/2012,NAO,TRAMITACAO
1851,2012,Requerimento,"Solicita instalação de ponto de parada de onibus na rua Paracatu, bairro Bandeirantes.",Em Tramitação,Isauro Calais,REQ,3863,24/09/2012,NAO,TRAMITACAO
1850,2012,Requerimento,"Solicita enveredar esforços no sentido de enquadrar no Programa Minha Casa Minha Vida (PMCMV) do Governo Federal, com respaldo na Lei 11.977/2009, modificada pela Lei 12.424/2011 e Medida Provisória 561/2012, em que é possível atender a beneficiários nos casos de situação de emergência ou estado de calamidade pública para famílias desabrigadas que perderam seu único imóvel.",Em Tramitação,Fiorilo,REQ,16741,24/09/2012,NAO,TRAMITACAO
1849,2012,Requerimento,"Solicita a instalação de placa com o nome ""Prolongamento da rua JorgeKnopp"", no Bairro Progresso incluindo o CEP 36.050-430,",Em Tramitação,Flávio Cheker,REQ,20896,24/09/2012,NAO,TRAMITACAO
1848,2012,Requerimento,"Solicita a instalação de redutor de velocidade, ou quebra-molas na rua João de Deus Pereira, no bairro Alto Santo Antonio.",Em Tramitação,Fiorilo,REQ,6341,21/09/2012,NAO,TRAMITACAO
1847,2012,Requerimento,"Solicita serviços gerais de urbanização, tais como, iluminação, capina e limpeza, para o escadão que liga a Rua Gilson Silveira - Bairro Santa Cândida, e o prolongamento da Rua Baependi, bairro Vitorino Braga.",Em Tramitação,Flávio Cheker,REQ,23988,21/09/2012,NAO,TRAMITACAO
1846,2012,Requerimento,Solicita a colocação de redutor de velocidade na rua Osório de Almeida no meio da Praça sentido Centro/Poço Rico e senttido Poço Rico/ Centro.,Em Tramitação,Figueirôa,REQ,21179,21/09/2012,NAO,TRAMITACAO
1845,2012,Requerimento,Solicita o serviço de boca de lobo na Rua A es quina com a Rua Joaquim Marques Coimbra no bairro Marumbi.,Em Tramitação,Figueiroa,REQ,10916,21/09/2012,NAO,TRAMITACAO
1844,2012,Requerimento,Solicita que aeja realizado asfaltamento em toda extensão da rua Carneiro da Silva no Bairro Furtado de Menezes.,Em Tramitação,Figueirôa,REQ,35016,21/09/2012,NAO,TRAMITACAO
1843,2012,Requerimento,Solicita a construção de rede de captação de águas pluviais na rua Padre Gabriel - Bairro Distrito Industrial.,Em Tramitação,Figueirôa,REQ,35767,21/09/2012,NAO,TRAMITACAO
1842,2012,Requerimento,"Solicita a reconstrução da ponte, que foi danificada após a batida na Av. Inés Garcia esquina com a Rua Guararapes no bairro Benfica.",Em Tramitação,Figueirôa,REQ,18423,21/09/2012,NAO,TRAMITACAO
1841,2012,Requerimento,Solicita passar a máquina e recolher o entulho que foram jogados na lateral da estrada no Recanto dos Lagos.,Em Tramitação,Chico Evangelista,REQ,20336,21/09/2012,NAO,TRAMITACAO
1840,2012,Requerimento,Solicita que faça roçada e limpeza na entrada do bairro Recanto dos Lagos.,Em Tramitação,Chico Evangelista,REQ,20335,21/09/2012,NAO,TRAMITACAO
1839,2012,Requerimento,Solicita a revitalização de praça na rua Diva Gracia bairro Linhares,Em Tramitação,Noraldino Junior,REQ,11661,29/09/2012,NAO,TRAMITACAO
1838,2012,Requerimento,Solicito a capina e limpeza na esquina das ruas José Eutrópio e Humberto de Campos.,Em Tramitação,Noraldino Junior,REQ,9405,20/09/2012,NAO,TRAMITACAO
1837,2012,Requerimento,"Solicita a disponibilização de latão de lixo na rua São Francisco de Paula, bairro São Francisco de Paula.",Arquivada,Noraldino Junior,REQ,6636,20/09/2012,SIM,SIM
1836,2012,Requerimento,"Solicita a pintura de sinalização horizontal na rua Major Maximiniano Campos, Eldorado.",Em Tramitação,Noraldino Junior,REQ,14090,20/09/2012,NAO,TRAMITACAO
1835,2012,Requerimento,"Solicita o asfaltamento na rua Detetive José Felipe, bairro Jóquei Clube.",Em Tramitação,Noraldino Junior,REQ,26594,20/09/2012,NAO,TRAMITACAO
1834,2012,Requerimento,"Solicita a colocação de mais placas de proibido jogar lixo na esquina das ruas José Eutrópio e Humberto de Campos, bairro Santa Terezinha.",Em Tramitação,Noraldino Junior,REQ,9402,20/09/2012,NAO,TRAMITACAO
1833,2012,Requerimento,"Solicita a nivelação da escada de acesso a Avenida JK, na rua Antonio Weitezel, bairro Barbosa Lage.",Em Tramitação,Noraldino Junior,REQ,30942,20/09/2012,NAO,TRAMITACAO
1832,2012,Requerimento,"Solicita a poda de árvore na praça do Cruzeiro, bairro Paineiras.",Em Tramitação,Noraldino Junior,REQ,4299,20/09/2012,NAO,TRAMITACAO
1831,2012,Requerimento,"Solicita a poda de árvore na rua Antonio Lopes Junior, bairro Francisco Bernadiino.",Em Tramitação,Noraldino Junior,REQ,4298,20/09/2012,NAO,TRAMITACAO
1830,2012,Requerimento,"Solicita a poda de árvore na rua Pitangui, bairro Eldorado.",Em Tramitação,Noraldino Junior,REQ,4297,20/09/2012,NAO,TRAMITACAO
1829,2012,Requerimento,"Solicita a operação tapa buracos na rua Eunice Weares, no bairro Carlos Chagas.",Arquivada,Noraldino Junior,REQ,37821,20/09/2012,SIM,SIM
1828,2012,Requerimento,"Solicita a implantação de placa de proibido estacionar de um lado da rua Francisco Vale, bairro Paineiras.",Em Tramitação,Noraldino Junior,REQ,31507,20/09/2012,NAO,TRAMITACAO
1827,2012,Requerimento,Solicita verificar a possibilidade de colocar tempero leve na salada ou disponibilizar no restaurante popular.,Em Tramitação,Noraldino Junior,REQ,26438,20/09/2012,NAO,TRAMITACAO
1826,2012,Requerimento,"Solicita a colocação de cobertura na area de espera do restaurante popular, rua Halfed, centro.",Em Tramitação,Noraldino Junior,REQ,26437,20/09/2012,NAO,TRAMITACAO
1825,2012,Requerimento,"Solicita verificar a água do bebedouro restaurante popular , na rua Halfeld, centro.",Em Tramitação,Noraldino Junior,REQ,33632,20/09/2012,NAO,TRAMITACAO
1824,2012,Requerimento,Solicita a instalação de ar condicionado e ventiladores pra o Restaurante Popular.,Em Tramitação,Noraldino Junior,REQ,33631,20/09/2012,NAO,TRAMITACAO
1823,2012,Requerimento,"Solicita a operação tapa buraco na rua Delfim Moreira, bairro Centro.",Em Tramitação,Noraldino Junior,REQ,19990,20/09/2012,NAO,TRAMITACAO
1822,2012,Requerimento,"Solicita operação tapa-buraco na rua Tenete Guimares, bairro Nova Era.",Em Tramitação,Noraldino Junior,REQ,12068,20/09/2012,NAO,TRAMITACAO
