Projeto,,Ano,,Tipo,,Autor,,Ementa,,Situação
,,,,,,,,,,
5249,   ,2013,,Requerimento,,Noraldino Júnior,,"Solicita pintura de sinalização horizontal na Avenida Deusdedith Salgado, próximo ao posto policial no bairro Teixeiras.",,Arquivada
,,,,,,,,,,
5248,   ,2013,,Requerimento,,Noraldino Júnior,,Solicita capina e limpeza do bairro Milho Branco.,,Arquivada
,,,,,,,,,,
5247,   ,2013,,Requerimento,,Noraldino Júnior,,"Solicita asfaltamento da rua Nelson Duque, no bairro Igrejinha.",,Arquivada
,,,,,,,,,,
5246,   ,2013,,Requerimento,,Nilton Militão,,Solicita limpeza e desentupimento dos bueiros das ruas Martins Barbosa e Pedro Timpone no Residencial Miguel Marinho.,,Arquivada
,,,,,,,,,,
5245,   ,2013,,Requerimento,,Nilton Militão,,"Solicita limpeza e desentupimento das bocas de lobo da rua Joana D'arc, no bairro Santa Cruz.",,Arquivada
,,,,,,,,,,
5244,   ,2013,,Requerimento,,Nilton Militão,,"Solicita operação tapa buracos, na rua Miguel Marinho no bairro Santa Cruz.",,Arquivada
,,,,,,,,,,
5243,   ,2013,,Requerimento,,Nilton Militão,,"Solicita limpeza e capina na rua Dr. Vicente Saada, no bairro Santa Clara.",,Arquivada
,,,,,,,,,,
5242,   ,2013,,Requerimento,,Nilton Militão,,"Solicita colocação de meio-fio na rua Altamiro Venâncio de Almeida, no bairro Santa Cruz.",,Arquivada
,,,,,,,,,,
5241,   ,2013,,Requerimento,,Nilton Militão,,"Solicita colocação de tampa da rede de esgoto na rua Kallil Habraão Hallak, no bairro Santa Clara.",,Arquivada
,,,,,,,,,,
5240,   ,2013,,Requerimento,,Nilton Militão,,"Solicita junto a Empav, asfaltamento das ruas Maria Aparecida Martins, Marcelo Campos de Souza, Expedito Ribeiro de Souza, Gabriel Sales Pimenta e Santos Dias, no bairro Vale Verde.",,Arquivada
,,,,,,,,,,
5239,   ,2013,,Requerimento,,Nilton Militão,,"Solicita colocação de redutor de velocidade na rua José dos Anjos, no bairro Jardim Cachoeira.",,Arquivada
,,,,,,,,,,
5238,   ,2013,,Requerimento,,Nilton Militão,,"Solicita junto a Empav, asfaltamento da rua Topázio, no bairro Valadares.",,Arquivada
,,,,,,,,,,
5237,   ,2013,,Requerimento,,Nilton Militão,,"Solicita junto a Empav, asfaltamento da rua Sebastião Martins Barbosa, no bairro Jardim Cachoeira.",,Arquivada
,,,,,,,,,,
5236,   ,2013,,Requerimento,,Nilton Militão,,"Solicita operação tapa buracos na rua Antônio Weitzel, no bairro Jóquei Clube II.",,Arquivada
,,,,,,,,,,
5235,   ,2013,,Requerimento,,Nilton Militão,,"Solicita limpeza das ruas Cléa Halfeld Gervason, Dr. Vicente Saada, Luiza Vitória Fernandes, Dr. Calil Abrahão Allac, no bairro Santa Clara.",,Arquivada
,,,,,,,,,,
5234,   ,2013,,Requerimento,,Nilton Militão,,"Solicita limpeza e desentupimento do bueiro da rua General Almerindo da Silva Gomes, no bairro Nova Era.",,Arquivada
,,,,,,,,,,
5233,   ,2013,,Requerimento,,Nilton Militão,,"Solicita poda de árvore na rua Dr. Antonio Mourão Guimarães, no bairro Santa Cruz.",,Arquivada
,,,,,,,,,,
5232,   ,2013,,Requerimento,,Nilton Militão,,Solicita poda de árvore na Avenida Doutor Simeão de Faria.,,Arquivada
,,,,,,,,,,
5231,   ,2013,,Requerimento,,Nilton Militão,,"Solicita poda de árvore na rua Miguel Marinho, no bairro Santa Cruz.",,Arquivada
,,,,,,,,,,
5230,   ,2013,,Requerimento,,Jucelio,,Solicita possibilidade de implementar uma ferramenta online para avisar aos vereadores quando o requerimento será atendido.,,Arquivada
,,,,,,,,,,
5229,   ,2013,,Requerimento,,Jucelio,,"Solicita colocação de placa de identificação da UAPS do bairtro Ipiranga, na rua Etine Loures.",,Arquivada
,,,,,,,,,,
5228,   ,2013,,Requerimento,,Dr. Fiorilo,,"Solicita limpeza e retirada de lixo no escadão das ruas Doutor Hameleto Fele, no bairro Vale do Ipê.",,Arquivada
,,,,,,,,,,
5227,   ,2013,,Requerimento,,Dr. Fiorilo,,"Solicita coleta de lixo na Avenida Santa Luzia, no bairro Santa Luzia.",,Em Tramitação
,,,,,,,,,,
5226,   ,2013,,Requerimento,,Dr. Fiorilo,,"Solicita restauração da grade de proteção do beiral que margeia o Córrego da rua Inês Garcia, no bairro Benfica.",,Arquivada
,,,,,,,,,,
5225,   ,2013,,Requerimento,,Dr. Fiorilo,,"Solicita realização de obras de contenção de barranco na rua Francisco Altomar, no bairro Santa Luzia.",,Arquivada
,,,,,,,,,,
5224,   ,2013,,Requerimento,,Dr. Fiorilo,,"Solicita realização de obras de contenção de barranco na rua Antonio Espanhol Celeste, no bairro Jardim América.",,Arquivada
,,,,,,,,,,
5223,   ,2013,,Requerimento,,Dr. Fiorilo,,Solicita obra de limpeza e contenção de terras na rua José Orozimbo de Oliveira.,,Arquivada
,,,,,,,,,,
5222,   ,2013,,Requerimento,,Luiz Otávio Fernandes Coelho - Pardal,,"Solicita sinalização horizontal e vertical,em todas ruas do bairro Jardim dos Alfineteiros.",,Arquivada
,,,,,,,,,,
5221,   ,2013,,Requerimento,,Cido Reis,,"Solicita junto a SMO, instalação de rede de proteção sobre a quadra da praça localizada no bairro Barreira do Triunfo.",,Arquivada
,,,,,,,,,,
5220,   ,2013,,Requerimento,,Cido Reis,,"Solicita junto a SMO, construção de parquinho com mesa de ping pong complemento da academia ao ar livre na praça localizada no bairro Barreira do Triunfo.",,Arquivada
,,,,,,,,,,
5219,   ,2013,,Requerimento,,Ana Rossignoli,,"Solicita capina da rua Paulo kinep, no bairro Bom Clima.",,Arquivada
,,,,,,,,,,
5218,   ,2013,,Requerimento,,Ana Rossignoli,,"Solicita limpeza de quatro bocas de lobo na rua Mario Ferreira Siqueira, no bairro Bonfim.",,Arquivada
,,,,,,,,,,
5217,   ,2013,,Requerimento,,Vagner de Oliveira,,"Solicita asfaltamento na Estrada dos Sítios que dá acesso ao Granjeamento Recanto do Sol, no bairro Barreira do Triunfo.",,Arquivada
,,,,,,,,,,
5216,   ,2013,,Requerimento,,Vagner de Oliveira,,"Solicita transferência da rede elétrica lateral com as luminárias para o canteiro central da Avenida Orlando Riani, no bairro Filgueiras.",,Arquivada
,,,,,,,,,,
5215,   ,2013,,Requerimento,,Oliveira Tresse,,"Solicita possibilidade de alteração como mão única, a rua Delorme de Carvalho, no bairro Bom Pastor.",,Arquivada
,,,,,,,,,,
5214,   ,2013,,Requerimento,,Oliveira Tresse,,Solicita estudos para avaliação de dragagem e limpeza do córrego do bairro Floresta.,,Arquivada
,,,,,,,,,,
5213,   ,2013,,Requerimento,,Oliveira Tresse,,Solicita revitalização da praça no bairro Santa Cecilia.,,Arquivada
,,,,,,,,,,
5212,   ,2013,,Requerimento,,Noraldino Júnior,,Solicita recapeamento de toda extensão da rua Professor Roberto Andrade no Residencial Miguel Marinho.,,Arquivada
,,,,,,,,,,
5211,   ,2013,,Requerimento,,Noraldino Júnior,,"Solicita asfaltamento da rua Verônica Feguglia, no bairro Granjas Triunfo.",,Arquivada
,,,,,,,,,,
5210,   ,2013,,Requerimento,,Noraldino Júnior,,"Solicita construção de um campo de esportes no bairro Chapéu D'uvas, na rua Coronel Gerônimo Tavares.",,Arquivada
,,,,,,,,,,
5209,   ,2013,,Requerimento,,Noraldino Júnior,,Solicita instalação de semáforo ao túnel do bairro Marumbi que dá acesso ao bairro Vivendas da Serra.,,Arquivada
,,,,,,,,,,
5208,   ,2013,,Requerimento,,Noraldino Júnior,,"Solicita poda de árvore na Avenida Governador Valadares, no bairro Manoel Honório.",,Arquivada
,,,,,,,,,,
5207,   ,2013,,Requerimento,,Noraldino Júnior,,Solicita instalação de poste em toda extensão do bairro Granjas Triunfo.,,Arquivada
,,,,,,,,,,
5206,   ,2013,,Requerimento,,Noraldino Júnior,,Solicita sinalização de trânsito em várias pontes das zonas rurais.,,Arquivada
,,,,,,,,,,
5205,   ,2013,,Requerimento,,Noraldino Júnior,,Solicita nivelamento da Estrada que liga a rua Ana Maria Delgado a Estrada da Lagoa no Distrito de Torreões.,,Arquivada
,,,,,,,,,,
5204,   ,2013,,Requerimento,,Nilton Militão,,"Solicita colocação da tampa da boca de lobo da rede de captação de águas pluviais na rua Engenheiro Geraldo Magela de Matos Sanábio, no bairro Recanto da Mata.",,Arquivada
,,,,,,,,,,
5203,   ,2013,,Requerimento,,Nilton Militão,,"Solicita junto a Settra, possibilidade de colocação de redutor de velocidade na rua Belo vale, no bairro Dom Bosco.",,Arquivada
,,,,,,,,,,
5202,   ,2013,,Requerimento,,Nilton Militão,,"Solicita junto a Empav, operação tapa buracos na rua Nilo Peçanha, no bairro Santa Cruz.",,Arquivada
,,,,,,,,,,
5201,   ,2013,,Requerimento,,Nilton Militão,,"Solicita limpeza e desentupimento do bueiro da rua Eraldo Guerra Peixe, no bairro Nova Era.",,Arquivada
,,,,,,,,,,
5200,   ,2013,,Requerimento,,Nilton Militão,,"Solicita remoção do ponto de ônibus localizado na rua Zezé Falso Lopes, no bairro Parque Independência III.",,Arquivada
,,,,,,,,,,
5199,   ,2013,,Requerimento,,Nilton Militão,,Solicita varrição e limpeza dos bairros Santa Cruz e São Judas Tadeu.,,Arquivada
,,,,,,,,,,
5198,   ,2013,,Requerimento,,Nilton Militão,,Solicita extensão da iluminação pública e do acostamento na via que liga o bairro Grama a Vila dos Sonhos e Filgueiras.,,Arquivada
,,,,,,,,,,
5197,   ,2013,,Requerimento,,Nilton Militão,,"Solicita junto a Settra, possibilidade de colocação de 04 redutores de velocidade na rua Ernesto Pancini, no bairro São Judas Tadeu.",,Arquivada
,,,,,,,,,,
5196,   ,2013,,Requerimento,,Nilton Militão,,"Solicita junto a Empav, operação tapa buracos na rua Ernesto Pancini, no bairro São Judas Tadeu.",,Arquivada
,,,,,,,,,,
5195,   ,2013,,Requerimento,,Nilton Militão,,"Solicita junto a Empav, operação tapa buracos na rua Major Ivan da Veiga Figueiredo, no bairro São Judas Tadeu.",,Arquivada
,,,,,,,,,,
5194,   ,2013,,Requerimento,,Luiz Otávio Fernandes Coelho - Pardal,,"Solicita junto a Secretaria de Obras a relocação de postes na rua Alziro Zarur, no bairro Sagrado Coração de Jesus.",,Arquivada
,,,,,,,,,,
5193,   ,2013,,Requerimento,,Luiz Otávio Fernandes Coelho - Pardal,,"Solicita recapeamento asfáltico da rua Waldir Martins, no bairro Cascatinha.",,Arquivada
,,,,,,,,,,
5192,   ,2013,,Requerimento,,Luiz Otávio Fernandes Coelho - Pardal,,"Solicita junto a Empav, revitalização das muretas do entorno dos jardins da Igreja da Glória, no Morro da Glória.",,Arquivada
,,,,,,,,,,
5191,   ,2013,,Requerimento,,Luiz Otávio Fernandes Coelho - Pardal,,"Solicita junto a Empav, asfaltamento e pavimentação das ruas Marciano Pinto e Geraldo Cardoso de Mello, no bairro Sagrado de Coração de Jesus.",,Arquivada
,,,,,,,,,,
5190,   ,2013,,Requerimento,,Jucelio,,"Solicita junto a Cesama,regularização de captação de esgoto na rua Jerônimo Norberto, no bairro Benfica.",,Arquivada
,,,,,,,,,,
5189,   ,2013,,Requerimento,,Jucelio,,"Solicita junto a Cesama, regularização do fornecimento de água da rua Jerônimo Norberto, no bairro Benfica.",,Arquivada
,,,,,,,,,,
5188,   ,2013,,Requerimento,,Jucelio,,"Solicita junto a Secretaria de Saúde, para que estruture o atendimento psicológico à vítimas de abuso e exploração sexual.",,Arquivada
,,,,,,,,,,
5187,   ,2013,,Requerimento,,Jucelio,,"Solicita junto ao Secretário de Saúde, para que os profissionais de saúde tenham treinamento de como proceder com crianças e adolescentes vítimas de abuso e exploração sexual.",,Arquivada
,,,,,,,,,,
5186,   ,2013,,Requerimento,,Jucelio,,"Solicita redutor de velocidade ou faixa indicativa na rua Barão de Juiz de Fora, no bairro Santos Anjos.",,Arquivada
,,,,,,,,,,
5185,   ,2013,,Requerimento,,Jucelio,,Solicita junto a Secretaria de Governo providências no sentido de implementar o Gabinete de Gestão Integrada Municipal.,,Arquivada
,,,,,,,,,,
5184,   ,2013,,Requerimento,,Dr. Fiorilo,,Solicita estudo para instalação de quebra-molas na rua Porto Alegre no bairro Parque Jardim da Serra.,,Arquivada
,,,,,,,,,,
5183,   ,2013,,Requerimento,,Dr. Fiorilo,,"Solicita poda de árvore na rua Almirante Barroso, no bairro Palmeiras.",,Arquivada
,,,,,,,,,,
5182,   ,2013,,Requerimento,,Dr. Fiorilo,,"Solicita colocação de placa de identificação de logradouro público na Travessa Antonio Campissi, no bairro Bom Jardim.",,Arquivada
,,,,,,,,,,
5181,   ,2013,,Requerimento,,Dr. Fiorilo,,"Solicita poda ou transplante de arvore na rua José Geraldo da Silva, no bairro Santa Luzia.",,Arquivada
,,,,,,,,,,
5180,   ,2013,,Requerimento,,Dr. Fiorilo,,"Solicita restauração da boca de lobo na rua Santo Antonio, no Centro.",,Arquivada
,,,,,,,,,,
5179,   ,2013,,Requerimento,,Dr. Fiorilo,,"Solicita restauração da tampa de bueiro na esquina das ruas Jarcil Firmino Pinheiro e General Almerindo da Silva Gomes, no bairro Nova Era.",,Arquivada
,,,,,,,,,,
5178,   ,2013,,Requerimento,,Dr. Fiorilo,,"Solicita uma faixa de pedestre e estudo para instalação de redutor de velocidade ou quebra-molas, na Avenida Brasil no bairro São Dimas.",,Arquivada
,,,,,,,,,,
5177,   ,2013,,Requerimento,,Dr. Fiorilo,,"Solicita restauração do piso asfáltico da rua General Almerindo da Silva Gomes, no bairro Nova Era.",,Arquivada
,,,,,,,,,,
5176,   ,2013,,Requerimento,,Dr. Fiorilo,,"Solicita tampa de bueiro na rua Custódio Rezende Bastos, no bairro Jardim dos Alfineteiros.",,Arquivada
,,,,,,,,,,
5175,   ,2013,,Requerimento,,Dr. Fiorilo,,"Solicita junto a Settra, estudos para melhorar o atendimento do transporte público urbano no bairro Barreira do Triunfo.",,Arquivada
,,,,,,,,,,
5174,   ,2013,,Requerimento,,Dr. Fiorilo,,"Solicita substituição da tampa de bueiro na rua Chácara, no bairro Santa Luzia.",,Arquivada
,,,,,,,,,,
5173,   ,2013,,Requerimento,,Dr. Fiorilo,,"Solicita instalação de um poste de iluminação pública nas ruas Dr. Newton de Almeida, Adolfo Leonel e Manoel Moreira de Morais, no bairro Jardim de Alá.",,Arquivada
,,,,,,,,,,
5172,   ,2013,,Requerimento,,Dr. Fiorilo,,"Solicita limpeza e conservação da tampa de bueiro localizada na esquina das ruas Princesa Isabel e Santos Dumont, no bairro Granbery.",,Arquivada
,,,,,,,,,,
5171,   ,2013,,Requerimento,,Dr. Fiorilo,,"Solicita limpeza e conservação da rua José Romão Guedes, no bairro Granbery.",,Arquivada
,,,,,,,,,,
5170,   ,2013,,Requerimento,,Dr. Fiorilo,,"Solicita iluminação na escadaria na rua Maria Aparecida Martins, no bairro Vale Verde.",,Arquivada
,,,,,,,,,,
5169,   ,2013,,Requerimento,,Dr. Fiorilo,,"Solicita passagem de máquina patrol nas ruas José Augusto de Paula e Marciano Pinto, no bairro Vale Verde.",,Arquivada
,,,,,,,,,,
5168,   ,2013,,Requerimento,,Dr. Fiorilo,,"Solicita iluminação na passagem das ruas José Augusto de Paula e Marciano Pinto, no bairro Vale Verde.",,Arquivada
,,,,,,,,,,
5167,   ,2013,,Requerimento,,Dr. Fiorilo,,"Solicita limpeza dos bueiros da rua Inês Garcia, no bairro Benfica.",,Arquivada
,,,,,,,,,,
5166,   ,2013,,Requerimento,,Dr. Fiorilo,,Solicita obra de restauração da ponte de madeira na estrada que dá acesso ao bairro Lagoa.,,Arquivada
,,,,,,,,,,
5165,   ,2013,,Requerimento,,Dr. Fiorilo,,"Solicita limpeza, capina e corte de arbustos nas margens do córrego que passa na Avenida Santa Luzia, no bairro Santa Luzia.",,Arquivada
,,,,,,,,,,
5164,   ,2013,,Requerimento,,Dr. Fiorilo,,"Solicita obra em meio fio na rua Margarida Maria Alves, no bairro Vale Verde.",,Arquivada
,,,,,,,,,,
5163,   ,2013,,Requerimento,,Isauro Calais,,Solicita implantação de uma linha específica para o bairro Campo Alegre.,,Arquivada
,,,,,,,,,,
5162,   ,2013,,Requerimento,,Isauro Calais,,"Solicita instalação de sinalização horizontal na Avenida JK, no bairro Industrial.",,Arquivada
,,,,,,,,,,
5161,   ,2013,,Requerimento,,Isauro Calais,,"Solicita asfalto para a rua das Pérolas, no bairro Marilânida.",,Arquivada
,,,,,,,,,,
5160,   ,2013,,Requerimento,,Isauro Calais,,Solicita limpeza das bocas de lobo existentes nas ruas do bairro Jardim Esperança.,,Arquivada
,,,,,,,,,,
5159,   ,2013,,Requerimento,,Isauro Calais,,"Solicita conserto de uma tampa de esgoto na rua Hélio Felet, no bairro Jardim Esperança.",,Arquivada
,,,,,,,,,,
5158,   ,2013,,Requerimento,,Chico Evangelista,,"Solicita junto a Settra retirada das placas de permitido estacionar e instale uma placa de carga e descarga na rua Professor Walquírio Seixas de Faria, no bairro Esplanada.",,Arquivada
,,,,,,,,,,
5157,   ,2013,,Requerimento,,Chico Evangelista,,"Solicita junto a Empav poda de árvores na Escola Estadual Professor José Freire, no bairro Industrial.",,Arquivada
,,,,,,,,,,
5156,   ,2013,,Requerimento,,Chico Evangelista,,Solicita junto a Settra um estudo para diminuir a velocidade dos veículos na Avenida JK no bairro Jóquei Clube I.,,Arquivada
,,,,,,,,,,
5155,   ,2013,,Requerimento,,Chico Evangelista,,"Solicita junto a Settra, possibilidade de mão única nas ruas Quintino Bocaiúva e Capitão Arnaldo de Carvalho, no bairro Jardim Glória.",,Arquivada
,,,,,,,,,,
5154,   ,2013,,Requerimento,,Chico Evangelista,,Solicita junto a Demlurb capina e limpeza de todo bairro Industrial.,,Arquivada
,,,,,,,,,,
5153,   ,2013,,Requerimento,,Chico Evangelista,,"Solicita junto a Empav, poda de árvores da Escola Estadual Maria Elba Braga no bairro Cerâmica.",,Arquivada
,,,,,,,,,,
5152,   ,2013,,Requerimento,,Chico Evangelista,,Solicita junto a Demlurb capina e limpeza em todo bairro Cerâmica.,,Arquivada
,,,,,,,,,,
5151,   ,2013,,Requerimento,,Chico Evangelista,,Solicita o envio de uma Mensagem do Executivo para tratar de parcelamento s de impostos municipais.,,Arquivada
,,,,,,,,,,
5150,   ,2013,,Requerimento,,Cido Reis,,"Solicita junto ao Demlurb, latão de lixo e placa de proibido jogar lixo no campo do progresso na rua Arlindo Leite, no bairro Progresso.",,Arquivada
,,,,,,,,,,
5149,   ,2013,,Requerimento,,Cido Reis,,"Solicita junto a SMO, limpeza da boca de lobo da rua Maria Verônica dos Reis, no bairro Ponte Preta.",,Arquivada
,,,,,,,,,,
5148,   ,2013,,Requerimento,,Cido Reis,,"Solicita junto a SMO, limpeza da boca de lobo na rua Professora Noêmia Mendonça no bairro Teixeiras.",,Arquivada
,,,,,,,,,,
5147,   ,2013,,Requerimento,,Cido Reis,,"Solicita fiscalização na antiga estrada do salvaterra que dá acesso ao Village Salvaterra, no bairro Salvaterra.",,Arquivada
,,,,,,,,,,
5146,   ,2013,,Requerimento,,Cido Reis,,"Solicita junto a SMO, construção de boca de lobo na rua Fonseca Hermes no Centro.",,Arquivada
,,,,,,,,,,
5145,   ,2013,,Requerimento,,Cido Reis,,"Solicita junto a SMO, limpeza de bocas de lobo na rua Maurício Filgueiras, no bairro Cidade Nova.",,Arquivada
,,,,,,,,,,
5144,   ,2013,,Requerimento,,Cido Reis,,"Solicita junto a SMO, limpeza de bocas de lobo na rua Luiz Lourenço da Silva, no bairro Cidade Nova.",,Arquivada
,,,,,,,,,,
5143,   ,2013,,Requerimento,,Cido Reis,,"Solicita junto a Settra, pintura da faixa de pedestre da rua Bernardo Mascarenhas, no bairro Fábrica.",,Arquivada
,,,,,,,,,,
5142,   ,2013,,Requerimento,,Cido Reis,,"Solicita junto a SMO,limpeza de boca de lobo na rua José Domingos dos Reis, no bairro Benfica.",,Arquivada
,,,,,,,,,,
5141,   ,2013,,Requerimento,,Cido Reis,,"Solicita junto a Empav, asfalto na rua Professora Helena Antipoff, no bairro Benfica.",,Arquivada
,,,,,,,,,,
5140,   ,2013,,Requerimento,,Cido Reis,,"Solicita junto a SMO, limpeza de boca de lobo na rua Professora Noêmia Mendonça, no bairro Teixeiras.",,Arquivada
,,,,,,,,,,
5139,   ,2013,,Requerimento,,Dr. Antônio Aguiar,,"Solicita junto ao Demlurb, capina da rua Ursulino Marcelino da Horta, no bairro Ponte Preta.",,Arquivada
,,,,,,,,,,
5138,   ,2013,,Requerimento,,Dr. Antônio Aguiar,,Solicta operação tapa buraco na rua Sampaio com Barão de Santa Helena.,,Arquivada
,,,,,,,,,,
5137,   ,2013,,Requerimento,,Dr. Antônio Aguiar,,"Solicita averiguar denúncias com relação ao uso de vagas de estacionamento rotativo na parte baixa da rua Halfeld, no Centro.",,Arquivada
,,,,,,,,,,
5136,   ,2013,,Requerimento,,André Mariano,,Solicita ao órgão competente a emissão das carteirinhas do PAS - Plano de Assistência a Saúde da Prefeitura de Juiz de Fora - Saúde Servidor.,,Arquivada
,,,,,,,,,,
5135,   ,2013,,Requerimento,,André Mariano,,"Solicita construção do muro na galeria Francisco Moreira Guedes, no bairro Nossa Senhora das Graças.",,Arquivada
,,,,,,,,,,
5134,   ,2013,,Requerimento,,André Mariano,,"Solicita canalização do córrego e limpeza do lote na Galeria Francisco Moreira Guedes, no bairro Nossa Senhora das Graças.",,Arquivada
,,,,,,,,,,
5133,   ,2013,,Requerimento,,André Mariano,,"Solicita corte de árvore na rua São João Del Rey, no bairro Nossa Senhora das Graças.",,Arquivada
,,,,,,,,,,
5132,   ,2013,,Requerimento,,André Mariano,,"Solicita construção de muro e calçada na lateral da Unidade Básica, na rua São João Del Rey, no bairro Nossa Senhora das Graças.",,Arquivada
,,,,,,,,,,
5131,   ,2013,,Requerimento,,André Mariano,,"Solicita construção de calçada na extensão da rua Paracatu, no bairro Bandeirantes.",,Arquivada
,,,,,,,,,,
5130,   ,2013,,Requerimento,,André Mariano,,"Solicita instalação de semáforo alternativo no corte de pedras, no bairro Marumbi.",,Arquivada
,,,,,,,,,,
5129,   ,2013,,Requerimento,,André Mariano,,"Solicita retirada de entulho na rua Benjamim Marques próximo ao nº 549, no bairro Jóquei Clube.",,Arquivada
,,,,,,,,,,
5128,   ,2013,,Requerimento,,André Mariano,,"Solicita retirada de entulho da rua Benjamim Marques, no bairro Jóquei Clube.",,Arquivada
,,,,,,,,,,
5127,   ,2013,,Requerimento,,André Mariano,,"Solicita retirada de um poste na rua Benjamin Marques, no bairro Jóquei Clube.",,Arquivada
,,,,,,,,,,
5126,   ,2013,,Requerimento,,André Mariano,,"Solicita construção de lombadas na Avenida Presidente Juscelino Kubistchek, no bairro Jóquei Clube.",,Arquivada
,,,,,,,,,,
5125,   ,2013,,Requerimento,,André Mariano,,"Solicita poda de árvore na rua Queluz, no bairro Nossa Senhora das Graças.",,Arquivada
,,,,,,,,,,
5124,   ,2013,,Requerimento,,André Mariano,,"Solicita limpeza do córrego da rua Salvador de Moura Fontes, no bairro Santa Efigênia.",,Arquivada
,,,,,,,,,,
5123,   ,2013,,Requerimento,,André Mariano,,"Solicita instalação de placa de ônibus na rua Queluz, no bairro Nossa Senhora das Graças.",,Arquivada
,,,,,,,,,,
5122,   ,2013,,Requerimento,,Wanderson Castelar,,"Solicita limpeza do entorno do córrego e colocação de gradil na Avenida Santa Luzia, no bairro santa Luzia.",,Arquivada
,,,,,,,,,,
5121,   ,2013,,Requerimento,,Zé Márcio,,"Solicita junto a Secretaria de Obras, limpeza e recuperação das tampas de bocas de lobo, na rua Inês Garcia no bairro Benfica.",,Arquivada
,,,,,,,,,,
5120,   ,2013,,Requerimento,,Júlio Gasparette,,Solicita alteração na Lei 12.730 de 21/12/2012.,,Arquivada
,,,,,,,,,,
5119,   ,2013,,Requerimento,,Noraldino Júnior,,Solicita Audiência Pública.,,Arquivada
,,,,,,,,,,
5118,   ,2013,,Requerimento,,Isauro Calais,,Solicita autorização para utilização do Plenário.,,Arquivada
,,,,,,,,,,
5117,   ,2013,,Requerimento,,"Ana Rossignoli, André Mariano, Antônio Almas, Dr. Antônio Aguiar, Cido Reis, Chico Evangelista, Vagner de Oliveira, Isauro Calais, Dr. Fiorilo, Zé Márcio, João do Joaninho, Jucelio, Júlio Gasparette, Luiz Otávio Fernandes Coelho - Pardal, Nilton Militão, Noraldino Júnior, Oliveira Tresse, Betão, Rodrigo Mattos, Wanderson Castelar",,Solicita providências para os bairros da Região Administrativa Sul Microregião Rural.,,Arquivada
,,,,,,,,,,
5116,   ,2013,,Requerimento,,"Isauro Calais, Ana Rossignoli, André Mariano, Dr. Antônio Aguiar, Cido Reis, Chico Evangelista, Vagner de Oliveira, Dr. Fiorilo, Zé Márcio, João do Joaninho, Jucelio, Júlio Gasparette, Luiz Otávio Fernandes Coelho - Pardal, Nilton Militão, Noraldino Júnior, Oliveira Tresse, Betão, Rodrigo Mattos, Wanderson Castelar",,Solicita providências para os bairros da Região Administrativa Sul Microrregião Rural.,,Arquivada
,,,,,,,,,,
5115,   ,2013,,Requerimento,,Júlio Gasparette,,"Solicita instalação de Guard Rail, na rua Orville Derby Dutra, no bairro Santa Rita.",,Arquivada
,,,,,,,,,,
5114,   ,2013,,Requerimento,,Júlio Gasparette,,"Solicita estudo para colocação de redutor de velocidade e sinalização de advertência de velocidade na rua Hortogamini dos Reis, no bairro Vila Olavo Costa.",,Arquivada
,,,,,,,,,,
5113,   ,2013,,Requerimento,,Júlio Gasparette,,"Solicita operação tapa buraco e recapeamento na rua Fausto Machado, no bairro São Sebastião.",,Arquivada
,,,,,,,,,,
5112,   ,2013,,Requerimento,,Júlio Gasparette,,"Solicita operação tapa buraco na rua Piauí, no bairro São Bernardo.",,Arquivada
,,,,,,,,,,
5111,   ,2013,,Requerimento,,Júlio Gasparette,,"Solicita operação tapa buraco na rua Sebastião Costa , no bairro Vila Alpina.",,Arquivada
,,,,,,,,,,
5110,   ,2013,,Requerimento,,Júlio Gasparette,,"Solicita nivelamento do asfalto na rua Bernardo Mascarenhas, no bairro Fábrica.",,Arquivada
,,,,,,,,,,
5109,   ,2013,,Requerimento,,Júlio Gasparette,,Solicita estudo para implantação de feira livre no bairro Jardim Esperança.,,Arquivada
,,,,,,,,,,
5108,   ,2013,,Requerimento,,Júlio Gasparette,,"Solicita reforma da ponte da rua João Pires de Almeida, no bairro Jardim Esperança.",,Arquivada
,,,,,,,,,,
5107,   ,2013,,Requerimento,,Júlio Gasparette,,Solicita melhorias na estrada que liga o bairro Jardim Campo Alegre à BR.,,Arquivada
,,,,,,,,,,
5106,   ,2013,,Requerimento,,Júlio Gasparette,,Solicita estudo para implantação de área de lazer no bairro Jardim Campo Alegre.,,Arquivada
,,,,,,,,,,
5105,   ,2013,,Requerimento,,Nilton Militão,,"Solicita colocação de grade na boca de lobo da rua Eraldo Guerra Peixe, no bairro Nova Era.",,Arquivada
,,,,,,,,,,
5104,   ,2013,,Requerimento,,Nilton Militão,,"Solicita limpeza em boca de lobo na rua General Almerindo Silva Gomes, no bairro Nova Era.",,Arquivada
,,,,,,,,,,
5103,   ,2013,,Requerimento,,Noraldino Júnior,,"Solicita colocação de aparelhos de ginástica no campo da rua Vitar Maria de Oliveira, no bairro Santa Paula.",,Arquivada
,,,,,,,,,,
5102,   ,2013,,Requerimento,,Noraldino Júnior,,"Solicita iluminação pública na rua Ana Maria Delgado, no Distriro de Torreões.",,Arquivada
,,,,,,,,,,
5101,   ,2013,,Requerimento,,Noraldino Júnior,,Solicita mudança no trânsito do Mariano Procópio.,,Arquivada
,,,,,,,,,,
