id_projeto_camara,nome_autor
45192,Isauro Calais
45206,Chico Evangelista
45205,Chico Evangelista
45204,Chico Evangelista
45203,Chico Evangelista
45202,Chico Evangelista
45201,Chico Evangelista
45198,Chico Evangelista
45197,Chico Evangelista
45285,Cido Reis
45284,Cido Reis
45283,Cido Reis
45282,Cido Reis
45281,Cido Reis
45280,Cido Reis
45279,Cido Reis
45278,Cido Reis
45277,Cido Reis
45276,Cido Reis
45275,Cido Reis
45415,Dr. Antônio Aguiar
45414,Dr. Antônio Aguiar
45413,Dr. Antônio Aguiar
45647,André Mariano
45646,André Mariano
45645,André Mariano
45644,André Mariano
45643,André Mariano
45642,André Mariano
45641,André Mariano
45640,André Mariano
45639,André Mariano
45638,André Mariano
45656,André Mariano
45653,André Mariano
45652,André Mariano
45651,André Mariano
45188,Wanderson Castelar
45187,Zé Márcio
45668,Júlio Gasparette
45185,Noraldino Júnior
45186,Isauro Calais
45161,Ana Rossignoli
45161,André Mariano
45161,Antônio Almas
45161,Dr. Antônio Aguiar
45161,Cido Reis
45161,Chico Evangelista
45161,Vagner de Oliveira
45161,Isauro Calais
45161,Dr. Fiorilo
45161,Zé Márcio
45161,João do Joaninho
45161,Jucelio
45161,Júlio Gasparette
45161,Luiz Otávio Fernandes Coelho - Pardal
45161,Nilton Militão
45161,Noraldino Júnior
45161,Oliveira Tresse
45161,Betão
45161,Rodrigo Mattos
45161,Wanderson Castelar
45162,Isauro Calais
45162,Ana Rossignoli
45162,André Mariano
45162,Dr. Antônio Aguiar
45162,Cido Reis
45162,Chico Evangelista
45162,Vagner de Oliveira
45162,Dr. Fiorilo
45162,Zé Márcio
45162,João do Joaninho
45162,Jucelio
45162,Júlio Gasparette
45162,Luiz Otávio Fernandes Coelho - Pardal
45162,Nilton Militão
45162,Noraldino Júnior
45162,Oliveira Tresse
45162,Betão
45162,Rodrigo Mattos
45162,Wanderson Castelar
45667,Júlio Gasparette
45666,Júlio Gasparette
45665,Júlio Gasparette
45664,Júlio Gasparette
45663,Júlio Gasparette
45662,Júlio Gasparette
45661,Júlio Gasparette
45660,Júlio Gasparette
45659,Júlio Gasparette
45658,Júlio Gasparette
45069,Nilton Militão
45065,Nilton Militão
45620,Noraldino Júnior
45619,Noraldino Júnior
45618,Noraldino Júnior
45617,Noraldino Júnior
45616,Noraldino Júnior
45615,Noraldino Júnior
45614,Noraldino Júnior
45613,Noraldino Júnior
45612,Noraldino Júnior
45611,Noraldino Júnior
45610,Noraldino Júnior
45609,Noraldino Júnior
45184,Dr. Fiorilo
45183,Dr. Fiorilo
45182,Dr. Fiorilo
45181,Dr. Fiorilo
45180,Dr. Fiorilo
45179,Dr. Fiorilo
45178,Dr. Fiorilo
45177,Dr. Fiorilo
45176,Dr. Fiorilo
45175,Dr. Fiorilo
45174,Dr. Fiorilo
45173,Dr. Fiorilo
45086,André Mariano
45084,André Mariano
45080,Oliveira Tresse
45097,Zé Márcio
45097,Vagner de Oliveira
45097,Noraldino Júnior
45097,Betão
45078,Betão
45233,Júlio Gasparette
45232,Júlio Gasparette
45231,Júlio Gasparette
45230,Júlio Gasparette
45229,Júlio Gasparette
45228,Júlio Gasparette
45227,Júlio Gasparette
45214,Júlio Gasparette
45213,Júlio Gasparette
45212,Júlio Gasparette
45211,Júlio Gasparette
45210,Júlio Gasparette
45209,Júlio Gasparette
45102,Dr. Fiorilo
45101,Dr. Fiorilo
45100,Dr. Fiorilo
45099,Dr. Fiorilo
45098,Dr. Fiorilo
45087,Dr. Fiorilo
45106,Isauro Calais
45105,Isauro Calais
45103,Betão
45529,Júlio Gasparette
45528,Júlio Gasparette
45527,Júlio Gasparette
45526,Júlio Gasparette
45525,Júlio Gasparette
45524,Júlio Gasparette
45523,Júlio Gasparette
45522,Júlio Gasparette
45159,Betão
45158,Betão
45157,Betão
45156,Betão
45153,Betão
45148,Betão
45597,Oliveira Tresse
45596,Oliveira Tresse
45595,Oliveira Tresse
45594,Oliveira Tresse
45593,Oliveira Tresse
45591,Oliveira Tresse
45590,Oliveira Tresse
45589,Oliveira Tresse
45588,Oliveira Tresse
45587,Oliveira Tresse
45586,Oliveira Tresse
45519,Luiz Otávio Fernandes Coelho - Pardal
45518,Luiz Otávio Fernandes Coelho - Pardal
45517,Luiz Otávio Fernandes Coelho - Pardal
45516,Luiz Otávio Fernandes Coelho - Pardal
45515,Luiz Otávio Fernandes Coelho - Pardal
45514,Luiz Otávio Fernandes Coelho - Pardal
45513,Luiz Otávio Fernandes Coelho - Pardal
45512,Luiz Otávio Fernandes Coelho - Pardal
45510,Luiz Otávio Fernandes Coelho - Pardal
45109,Dr. Fiorilo
45108,Dr. Fiorilo
45113,Cido Reis
45112,Cido Reis
45111,Cido Reis
45110,Cido Reis
45088,Zé Márcio
45141,Júlio Gasparette
45140,Júlio Gasparette
45139,Júlio Gasparette
45138,Júlio Gasparette
45137,Júlio Gasparette
45136,Júlio Gasparette
45135,Júlio Gasparette
45134,Júlio Gasparette
45133,Júlio Gasparette
45132,Júlio Gasparette
45130,Júlio Gasparette
45129,Júlio Gasparette
45147,Rodrigo Mattos
45146,Rodrigo Mattos
45128,Nilton Militão
45126,Nilton Militão
45127,Nilton Militão
45124,Dr. Fiorilo
45123,Dr. Fiorilo
45122,Dr. Fiorilo
45120,Vagner de Oliveira
45119,Vagner de Oliveira
45118,Vagner de Oliveira
45117,Vagner de Oliveira
45116,Vagner de Oliveira
45145,Chico Evangelista
45104,Zé Márcio
45115,Jucelio
45115,Zé Márcio
45114,Jucelio
45114,Zé Márcio
45604,Noraldino Júnior
45603,Noraldino Júnior
45602,Noraldino Júnior
45601,Noraldino Júnior
45600,Noraldino Júnior
45599,Noraldino Júnior
45598,Noraldino Júnior
